cd_cvm,dt_fim_exerc,ativo_total,ativo_financeiro,ativo_operacional,ativo_circulante,passivo,passivo_financeiro,passivo_operacional,patrimonio_liquido,passivo_circulante,lucro_liquido,receita_vendas,protecao_fiscal,res_opera_liq,res_opera_liq_cont,resultado_financeiro,fco,fco_investimento,fco_financeiro,ativo_operacional_liq,passivo_financeiro_liq,resultado_fin_liq,accrual
11592,2016,3494699.0,0.0,3494699.0,1108029.0,2208540.0,202830.0,2005710.0,1286159.0,1024971.0,28767.0,889706.0,-33918.060000000005,94607.94,346676.94,-99759.0,1821174.0,-4159920.0,3720641.0,1488989.0,202830.0,-65840.94,-1726566.06
11762,2016,1078668.0,301396.0,777272.0,617005.0,1026805.0,228808.0,797997.0,51863.0,441456.0,33578.0,1134220.0,-27929.640000000003,87794.36,89911.36,-82146.0,1702442.0,-1398237.0,-438480.0,-20725.0,-72588.0,-54216.36,-1614647.64
11932,2016,7057115.0,0.0,7057115.0,2364711.0,5040038.0,322720.0,4717318.0,2017077.0,2521719.0,47269.0,6816454.0,-117126.6,274632.4,316493.4,-344490.0,457045.0,-70306.0,-407301.0,2339797.0,322720.0,-227363.4,-182412.59999999998
11975,2016,159365.0,858860.0,-699495.0,91718.0,153485.0,682756.0,-529271.0,5880.0,83192.0,1363000.0,122302.0,-4686.22,1372096.78,-30682.22,-13783.0,31905.0,-3964.0,-16223.0,-170224.0,-176104.0,-9096.779999999999,1340191.78
11991,2016,195649.0,0.0,195649.0,35597.0,340424.0,745604.0,-405180.0,-144775.0,141530.0,-24264.0,121671.0,-5058.18,-14445.18,-11164.18,-14877.0,-6446.0,25979.0,-19599.0,600829.0,745604.0,-9818.82,-7999.18
1210,2016,70154958.0,213139846.0,-142984888.0,12619610.0,12282077.0,0.0,12282077.0,57872881.0,0.0,0.0,10458584.0,-121884.22000000002,236598.77999999997,965473.78,-358483.0,13814.0,-64.0,-5403.0,-155266965.0,-213139846.0,-236598.77999999997,222784.77999999997
12190,2016,711099.0,4466423.0,-3755324.0,242388.0,984508.0,4564835.0,-3580327.0,-273409.0,584172.0,-58042.0,1097770.0,-13232.460000000001,-32355.46,84754.54,-38919.0,520461.0,-442773.0,-350525.0,-174997.0,98412.0,-25686.54,-552816.46
12262,2016,88147.0,0.0,88147.0,56760.0,34497.0,227944.0,-193447.0,53650.0,31824.0,4149.0,0.0,-605.88,5325.12,-56865.88,-1782.0,39108.0,-17531.0,-21694.0,281594.0,227944.0,-1176.12,-33782.88
12319,2016,91206.0,79522.0,11684.0,1144.0,99496.0,1115927.0,-1016431.0,-8290.0,17265.0,-528492.0,0.0,-2658.46,-523331.46,-36589.46,-7819.0,-40541.0,80916.0,-10241.0,1028115.0,1036405.0,-5160.54,-482790.46
12530,2016,136495.0,589.0,135906.0,64942.0,80146.0,194268.0,-114122.0,56349.0,41599.0,-49823.0,7877.0,5979.580000000001,-61430.42,-26382.42,17587.0,84359.0,-30664.0,-75096.0,250028.0,193679.0,11607.419999999998,-145789.41999999998
12572,2016,47984.0,249466.0,-201482.0,815.0,129802.0,619335.0,-489533.0,-81818.0,67429.0,0.0,0.0,-7942.400000000001,15417.599999999999,-14405.400000000001,-23360.0,-177514.0,43595.0,116374.0,288051.0,369869.0,-15417.599999999999,192931.6
12653,2016,29313729.0,0.0,29313729.0,9960035.0,22213393.0,357374.0,21856019.0,7100336.0,4143664.0,-10782.0,7090798.0,617708.26,-1209862.74,1282865.26,1816789.0,-23542.0,27151.0,-11242.0,7457710.0,357374.0,1199080.74,-1186320.74
12696,2016,407681.0,1190947.0,-783266.0,222131.0,1141880.0,50443.0,1091437.0,-734199.0,186822.0,83999.0,353124.0,-27759.640000000003,137885.36,-87015.64,-81646.0,1212750.0,-1744107.0,756052.0,-1874703.0,-1140504.0,-53886.36,-1074864.6400000001
12793,2016,34440328.0,0.0,34440328.0,7516856.0,20622648.0,24844697.0,-4222049.0,13817680.0,4023121.0,32065.0,9614817.0,549513.78,-1034638.22,596912.78,1616217.0,4634026.0,-3815219.0,-336612.0,38662377.0,24844697.0,1066703.22,-5668664.22
12823,2016,425034.0,204157.0,220877.0,72593.0,147823.0,1764488.0,-1616665.0,277211.0,16631.0,308238.0,33710.0,-938.0600000000001,310058.94,-12924.06,-2759.0,2524794.0,-1272113.0,-1834195.0,1837542.0,1560331.0,-1820.94,-2214735.06
13030,2016,1275003.0,3838947.0,-2563944.0,73173.0,1030774.0,16902766.0,-15871992.0,244229.0,181287.0,-2446.0,64426.0,28966.300000000003,-58674.7,-26394.699999999997,85195.0,-864.0,-589.0,1448.0,13308048.0,13063819.0,56228.7,-57810.7
1325,2016,10689634.0,0.0,10689634.0,1830399.0,2281569.0,76292.0,2205277.0,8408065.0,0.0,4013852.0,3320033.0,-5090.14,4023732.86,33394.86,-14971.0,405000.0,-87834.0,17873.0,8484357.0,76292.0,-9880.86,3618732.86
13285,2016,1667337.0,7114.0,1660223.0,1081325.0,1045868.0,54638.0,991230.0,621469.0,607485.0,64011732.0,1172311.0,-15139.86,64041121.14,65240.14,-44529.0,4992248.0,-4249228.0,-1715237.0,668993.0,47524.0,-29389.14,59048873.14
13471,2016,581418.0,200999.0,380419.0,84692.0,766717.0,163291.0,603426.0,-185299.0,715897.0,216050.0,351385.0,-44588.62,302604.38,-165557.62,-131143.0,11440825.0,-6894572.0,-4777988.0,-223007.0,-37708.0,-86554.38,-11138220.62
13765,2016,208152.0,0.0,208152.0,27435.0,475752.0,281516.0,194236.0,-267600.0,372014.0,0.0,196298.0,-12492.28,24249.72,10917.72,-36742.0,-594319.0,0.0,590400.0,13916.0,281516.0,-24249.72,618568.72
13773,2016,1237360.0,274181.0,963179.0,535369.0,998901.0,37490.0,961411.0,238459.0,409155.0,7370.0,1016400.0,-27776.300000000003,61288.7,56060.7,-81695.0,-395967.0,0.0,392500.0,1768.0,-236691.0,-53918.7,457255.7
13781,2016,3056224.0,18982.0,3037242.0,327642.0,1729801.0,10843677.0,-9113876.0,1326423.0,191343.0,-29082.0,450238.0,-56196.22,80004.78,185952.78,-165283.0,3640.0,-18420.0,0.0,12151118.0,10824695.0,-109086.78,76364.78
1384,2016,12266178.0,1246446.0,11019732.0,4597.0,1642973.0,1154674.0,488299.0,10623205.0,0.0,-33388.0,1555932.0,-12914.560000000001,-8318.560000000001,116614.44,-37984.0,121738.0,-12682.0,-142614.0,10531433.0,-91772.0,-25069.44,-130056.56
13986,2016,29399313.0,345669.0,29053644.0,8029506.0,19255819.0,7968226.0,11287593.0,10143494.0,3829874.0,334754.0,9882313.0,374374.0,-391972.0,965272.0,1101100.0,1820112.0,-149327.0,-725035.0,17766051.0,7622557.0,726726.0,-2212084.0
14109,2016,4868291.0,0.0,4868291.0,3038140.0,2978007.0,88388.0,2889619.0,1890284.0,1239669.0,916682.0,2623976.0,-6903.700000000001,930083.3,2035.2999999999993,-20305.0,4186220.0,-2783997.0,-856998.0,1978672.0,88388.0,-13401.3,-3256136.7
14133,2016,28299.0,35594.0,-7295.0,16278.0,57072.0,1210790.0,-1153718.0,-28773.0,43267.0,47989.0,7981.0,1256.64,45549.64,-11289.36,3696.0,-80499.0,-17777.0,-25102.0,1146423.0,1175196.0,2439.3599999999997,126048.64
14206,2016,13667381.0,110771.0,13556610.0,621672.0,3026284.0,400894.0,2625390.0,10641097.0,0.0,133693.0,2929559.0,-8639.400000000001,150463.6,187213.6,-25410.0,3667395.0,-3539397.0,-8096847.0,10931220.0,290123.0,-16770.6,-3516931.4
14311,2016,30434209.0,1190483.0,29243726.0,4402990.0,15278763.0,560794.0,14717969.0,15155446.0,5656036.0,30650.0,13101753.0,-192352.96000000002,404041.04,1321181.04,-565744.0,868991.0,-1712697.0,739288.0,14525757.0,-629689.0,-373391.04,-464949.96
14320,2016,26254745.0,0.0,26254745.0,6420478.0,11063111.0,112658.0,10950453.0,15191634.0,1752244.0,-88006.0,8454200.0,-10253.04,-68103.04000000001,-556940.04,-30156.0,881756.0,2449740.0,-4739626.0,15304292.0,112658.0,-19902.96,-949859.04
14346,2016,6569138.0,0.0,6569138.0,4275415.0,4024348.0,6859.0,4017489.0,2544790.0,3598242.0,243591.0,9218765.0,43764.46000000001,158636.46000000002,231785.46000000002,128719.0,-325683.0,1018556.0,-1095993.0,2551649.0,6859.0,84954.54,484319.46
14460,2016,11879699.0,1874444.0,10005255.0,7916960.0,5112957.0,474124.0,4638833.0,6766742.0,2276008.0,-181455.0,3195310.0,26908.620000000003,-233689.38,192385.62,79143.0,771282.0,-44337.0,-338451.0,5366422.0,-1400320.0,52234.38,-1004971.38
14664,2016,936439.0,0.0,936439.0,579421.0,479651.0,133475.0,346176.0,456788.0,240305.0,-29823.0,579706.0,-1024.42,-27834.42,32638.58,-3013.0,135026.0,100999.0,-237636.0,590263.0,133475.0,-1988.58,-162860.41999999998
14761,2016,1528691.0,0.0,1528691.0,1007976.0,319284.0,1972062.0,-1652778.0,1209407.0,275152.0,35851.0,1475137.0,15870.52,5043.52,168609.52,46678.0,819466.0,-284969.0,-621122.0,3181469.0,1972062.0,30807.48,-814422.48
14826,2016,45217000.0,141931.0,45075069.0,31651000.0,32620000.0,589746.0,32030254.0,12597000.0,27582000.0,164195.0,41454000.0,-307020.0,760175.0,524980.0,-903000.0,867699.0,-944426.0,599645.0,13044815.0,447815.0,-595980.0,-107524.0
15083,2016,108551.0,14880.0,93671.0,35438.0,8071132.0,0.0,8071132.0,-7962581.0,6984074.0,2635713.0,46111.0,-2348.04,2640270.96,9858.96,-6906.0,1142837.0,-526591.0,-395383.0,-7977461.0,-14880.0,-4557.96,1497433.96
15091,2016,28856033.0,0.0,28856033.0,534431.0,4683685.0,7603892.0,-2920207.0,24172348.0,19143.0,195786.0,0.0,10365.58,175664.58,2615591.58,30487.0,377613.0,344740.0,-754458.0,31776240.0,7603892.0,20121.42,-201948.42
1520,2016,902838.0,0.0,902838.0,326268.0,581827.0,1565574.0,-983747.0,321011.0,358720.0,89130.0,264736.0,-16931.32,121996.68,-68259.32,-49798.0,2175778.0,1391172.0,-3583382.0,1886585.0,1565574.0,-32866.68,-2053781.32
15253,2016,20022820.0,1631.0,20021189.0,6347068.0,15249779.0,11960921.0,3288858.0,4773041.0,5011302.0,354303.0,11810695.0,-262649.66000000003,864152.34,757115.34,-772499.0,61083.0,0.0,0.0,16732331.0,11959290.0,-509849.33999999997,803069.34
15458,2016,282436.0,2878.0,279558.0,74055.0,148443.0,4074441.0,-3925998.0,133993.0,77102.0,-103207.0,149636.0,-10464.18,-82894.18,22513.82,-30777.0,1675961.0,-526082.0,-404642.0,4205556.0,4071563.0,-20312.82,-1758855.18
15539,2016,27967404.0,87950.0,27879454.0,6286884.0,18747639.0,0.0,18747639.0,9219765.0,8266650.0,-2940.0,14834231.0,-440848.76,852825.24,1210068.24,-1296614.0,-6354.0,-12506.0,22355.0,9131815.0,-87950.0,-855765.24,859179.24
1562,2016,170692.0,126818.0,43874.0,95050.0,72544.0,6184314.0,-6111770.0,98148.0,42355.0,8933.0,113105.0,-1144.1000000000001,11153.9,5023.9,-3365.0,983300.0,-1105547.0,841392.0,6155644.0,6057496.0,-2220.8999999999996,-972146.1
1597,2016,1497321.0,190336.0,1306985.0,81681.0,453420.0,120938.0,332482.0,1043901.0,58119.0,-1496.0,4305.0,1284.18,-3988.8199999999997,-9528.82,3777.0,2331286.0,-609248.0,-854327.0,974503.0,-69398.0,2492.8199999999997,-2335274.82
16101,2016,5210089.0,857564.0,4352525.0,3400200.0,3279636.0,18962380.0,-15682744.0,1930453.0,2275550.0,-367339.0,915698.0,-8730.86,-350390.86,-585072.86,-25679.0,195544.0,223912.0,-748562.0,20035269.0,18104816.0,-16948.14,-545934.86
16233,2016,30449.0,96612.0,-66163.0,14703.0,24514.0,0.0,24514.0,5935.0,119.0,225146.0,0.0,666.4000000000001,223852.4,-4233.6,1960.0,-414817.0,532334.0,-161392.0,-90677.0,-96612.0,1293.6,638669.4
16292,2016,42944936.0,6407.0,42938529.0,18893738.0,30725583.0,1018760.0,29706823.0,12219353.0,12640423.0,-173938.0,33732866.0,-725102.7000000001,1233614.2999999998,1040213.2999999999,-2132655.0,33729.0,-57226.0,2030.0,13231706.0,1012353.0,-1407552.2999999998,1199885.2999999998
16306,2016,4817364.0,0.0,4817364.0,1997946.0,4083789.0,825753.0,3258036.0,733575.0,2671432.0,8216000.0,538002.0,-73301.28,8358290.72,-386201.28,-215592.0,630440.0,183796.0,-742708.0,1559328.0,825753.0,-142290.72,7727850.72
16497,2016,278329.0,4878233.0,-4599904.0,1575.0,194466.0,0.0,194466.0,83863.0,24694.0,911346.0,0.0,-3242.2400000000002,917639.76,-79028.24,-9536.0,1100030.0,-491119.0,-792310.0,-4794370.0,-4878233.0,-6293.76,-182390.24
16632,2016,726912.0,0.0,726912.0,326023.0,713724.0,291577.0,422147.0,13188.0,256234.0,13826.0,437885.0,-16671.22,46187.78,90318.78,-49033.0,664977.0,-228167.0,-190228.0,304765.0,291577.0,-32361.78,-618789.22
16659,2016,25356707.0,54373.0,25302334.0,19135427.0,18355908.0,91725.0,18264183.0,7000799.0,14305435.0,54980.0,16134566.0,414292.04000000004,-749233.96,107132.04000000004,1218506.0,41123.0,26.0,-104361.0,7038151.0,37352.0,804213.96,-790356.96
1694,2016,216515.0,39245.0,177270.0,187317.0,28320.0,1287241.0,-1258921.0,188195.0,11266.0,1663616.0,19405.0,9381.960000000001,1645403.96,-2162.039999999999,27594.0,-38281.0,-21674.0,42773.0,1436191.0,1247996.0,18212.04,1683684.96
16993,2016,1125762.0,4707.0,1121055.0,222288.0,402823.0,0.0,402823.0,722939.0,94413.0,119079.0,206607.0,26477.84,67680.84,3581.84,77876.0,95205.0,-121199.0,81335.0,718232.0,-4707.0,51398.16,-27524.160000000003
17329,2016,14419691.0,0.0,14419691.0,3355091.0,7805297.0,1630399.0,6174898.0,6614394.0,1800794.0,-74487.0,6442371.0,-120646.96,159710.03999999998,1782498.04,-354844.0,287770.0,-234183.0,-61550.0,8244793.0,1630399.0,-234197.03999999998,-128059.96000000002
17418,2016,463.0,0.0,463.0,62.0,299.0,6719782.0,-6719483.0,164.0,230.0,750427.0,0.0,-32.980000000000004,750491.02,-1235.98,-97.0,8094.0,4188.0,-16282.0,6719946.0,6719782.0,-64.02,742397.02
17450,2016,23031314.0,2033159.0,20998155.0,2300753.0,17356027.0,3088732.0,14267295.0,5675287.0,3393342.0,1548301.0,4311713.0,-494134.24000000005,2507502.76,-93370.24000000005,-1453336.0,83599000.0,-52722000.0,-22893000.0,6730860.0,1055573.0,-959201.76,-81091497.24
17493,2016,38303.0,0.0,38303.0,38303.0,168218.0,133532.0,34686.0,-129915.0,168218.0,412821.0,0.0,-25166.800000000003,461674.2,-580043.8,-74020.0,326766.0,-319838.0,-121560.0,3617.0,133532.0,-48853.2,134908.2
17558,2016,24928.0,0.0,24928.0,24928.0,110667.0,229834.0,-119167.0,-85739.0,110667.0,-19910.0,0.0,-16739.56,12584.439999999999,-388141.56,-49234.0,69143.0,45.0,-90370.0,144095.0,229834.0,-32494.44,-56558.56
17639,2016,34655680.0,36960212.0,-2304532.0,10107399.0,17468167.0,0.0,17468167.0,17187513.0,7281555.0,-628897.0,15617413.0,-139699.2,-357716.2,1021607.8,-410880.0,162708.0,25947.0,-197754.0,-19772699.0,-36960212.0,-271180.8,-520424.2
17671,2016,102066259.0,0.0,102066259.0,18398995.0,32821840.0,0.0,32821840.0,69244419.0,20438575.0,-420636.0,42508459.0,-419743.94,394161.06,4900039.06,-1234541.0,234013.0,-629513.0,401301.0,69244419.0,0.0,-814797.06,160148.06
17892,2016,1893843.0,84076.0,1809767.0,318463.0,504711.0,16186507.0,-15681796.0,1389132.0,284389.0,1637447.0,834101.0,-4639.64,1646453.36,-10903.64,-13646.0,-21067.0,592089.0,-1062783.0,17491563.0,16102431.0,-9006.36,1667520.36
17914,2016,186186.0,203105.0,-16919.0,109026.0,659618.0,544002.0,115616.0,-473432.0,567846.0,1864635.0,2723.0,1281.8000000000002,1862146.8,410332.8,3770.0,82138.0,-459320.0,369619.0,-132535.0,340897.0,2488.2,1780008.8
17973,2016,17601065.0,2080615.0,15520450.0,2645028.0,3751701.0,43534.0,3708167.0,13849364.0,1245420.0,26025.0,5244718.0,39595.04,-50835.96,1787774.04,116456.0,786709.0,146669.0,-937641.0,11812283.0,-2037081.0,76860.95999999999,-837544.96
18287,2016,106214.0,2424.0,103790.0,89630.0,31775.0,176092.0,-144317.0,74439.0,30736.0,57957.0,21040.0,1205.3000000000002,55617.3,4855.3,3545.0,202871.0,-162111.0,-563660.0,248107.0,173668.0,2339.7,-147253.7
18368,2016,4388123.0,0.0,4388123.0,1015250.0,2616135.0,2816641.0,-200506.0,1771988.0,1333786.0,-334651.0,1333311.0,-50124.5,-237350.5,458340.5,-147425.0,-979153.0,543159.0,580118.0,4588629.0,2816641.0,-97300.5,741802.5
18376,2016,15066999.0,1184534.0,13882465.0,1680344.0,4769876.0,4834331.0,-64455.0,10297123.0,597971.0,873126.0,7789240.0,-37375.86,945679.14,5021887.14,-109929.0,5376795.0,-3590609.0,-2281268.0,13946920.0,3649797.0,-72553.14,-4431115.86
18414,2016,95034.0,591303.0,-496269.0,24859.0,109881.0,8523175.0,-8413294.0,-14847.0,1105.0,-1052572.0,941.0,1716.66,-1055904.34,133590.66,5049.0,964242.0,-272633.0,-180305.0,7917025.0,7931872.0,3332.34,-2020146.34
18465,2016,24159670.0,370890.0,23788780.0,13011796.0,15601112.0,90480956.0,-74879844.0,8558558.0,5486946.0,280836.0,77352955.0,-286475.84,836936.1599999999,2126718.16,-842576.0,561404.0,-773732.0,-7186.0,98668624.0,90110066.0,-556100.1599999999,275532.1599999999
18660,2016,42170992.0,15048.0,42155944.0,11379187.0,31798324.0,0.0,31798324.0,10372668.0,9018493.0,-1300.0,19112089.0,-494181.16000000003,957992.84,1838349.8399999999,-1453474.0,12344513.0,-5897908.0,-11645142.0,10357620.0,-15048.0,-959292.84,-11386520.16
18708,2016,642643.0,0.0,642643.0,318327.0,132656.0,0.0,132656.0,509987.0,74608.0,7195.0,313929.0,7176.040000000001,-6734.959999999999,53338.04,21106.0,84107.0,-170835.0,249656.0,509987.0,0.0,13929.96,-90841.95999999999
18724,2016,10277017.0,0.0,10277017.0,1809333.0,2366104.0,91904.0,2274200.0,7910913.0,229616.0,23121.0,0.0,-44882.04,110244.95999999999,716446.96,-132006.0,-309018.0,-3382188.0,14651.0,8002817.0,91904.0,-87123.95999999999,419262.95999999996
18775,2016,25581884.0,0.0,25581884.0,1281081.0,23002629.0,11188897.0,11813732.0,2579255.0,3633658.0,-632767.0,4039474.0,-771698.0,865235.0,1218536.0,-2269700.0,243.0,-121033.0,141304.0,13768152.0,11188897.0,-1498002.0,864992.0
18821,2016,24555847.0,680983.0,23874864.0,4244386.0,20411358.0,56260414.0,-35849056.0,4144489.0,7176052.0,707498.0,9996067.0,-624081.2200000001,1918949.7799999998,2848898.78,-1835533.0,650914.0,-1045885.0,341618.0,59723920.0,55579431.0,-1211451.7799999998,1268035.7799999998
18953,2016,17898437.0,1081189.0,16817248.0,2875656.0,13415371.0,1274462.0,12140909.0,4483066.0,2881830.0,-169048.0,2680931.0,-313380.72000000003,439279.27999999997,982785.28,-921708.0,13013.0,10.0,-15677.0,4676339.0,193273.0,-608327.28,426266.27999999997
18970,2016,4099579.0,1001760.0,3097819.0,776479.0,2521480.0,4943259.0,-2421779.0,1578099.0,827945.0,-111139.0,1561348.0,-46172.0,-21511.0,448161.0,-135800.0,-65020.0,225516.0,143592.0,5519598.0,3941499.0,-89628.0,43509.0
19062,2016,3378698.0,0.0,3378698.0,401347.0,1323052.0,19214.0,1303838.0,2055646.0,732559.0,8282.0,97012.0,-60605.340000000004,125927.66,-51402.340000000004,-178251.0,1613393.0,-184011.0,-1460318.0,2074860.0,19214.0,-117645.66,-1487465.34
19100,2016,2142656.0,223646.0,1919010.0,847931.0,2129825.0,1446570.0,683255.0,12831.0,608822.0,358533.0,2042605.0,-58605.12,472295.88,-95602.12,-172368.0,5729.0,0.0,0.0,1235755.0,1222924.0,-113762.88,466566.88
19305,2016,237385.0,10637066.0,-10399681.0,51491.0,171456.0,348788.0,-177332.0,65929.0,19723.0,230448.0,0.0,-5904.1,241908.9,-34147.1,-17365.0,43706.0,-7794.0,-122821.0,-10222349.0,-10288278.0,-11460.9,198202.9
19313,2016,50040.0,0.0,50040.0,28108.0,33824.0,0.0,33824.0,16216.0,11979.0,67268.0,0.0,616.4200000000001,66071.42,1612.42,1813.0,-9444.0,-6402.0,24468.0,16216.0,0.0,1196.58,75515.42
19330,2016,4974355.0,199381.0,4774974.0,1067203.0,3863054.0,6943759.0,-3080705.0,1111301.0,2207383.0,-312937.0,1543003.0,-210560.64,95798.35999999999,84279.35999999999,-619296.0,95387.0,-66936.0,-14706.0,7855679.0,6744378.0,-408735.36,411.35999999998603
19348,2016,1353241000.0,5338354.0,1347902646.0,18542000.0,442941000.0,6181130.0,436759870.0,910300000.0,519000.0,-14745.0,174319000.0,-4967400.0,9627855.0,33224600.0,-14610000.0,-353945.0,786377.0,-514154.0,911142776.0,842776.0,-9642600.0,9981800.0
19437,2016,2556848.0,0.0,2556848.0,358855.0,618397.0,1548238.0,-929841.0,1938451.0,344099.0,629323.0,97012.0,-17348.16,662998.84,120559.84,-51024.0,117762.0,-97115.0,4388.0,3486689.0,1548238.0,-33675.84,545236.84
19445,2016,10947481.0,45059.0,10902422.0,1724671.0,5007794.0,14847.0,4992947.0,5939687.0,1131451.0,6269.0,4032875.0,-67601.52,137495.47999999998,565387.48,-198828.0,576052.0,-280145.0,-128169.0,5909475.0,-30212.0,-131226.47999999998,-438556.52
19453,2016,6603407.0,16585.0,6586822.0,1150717.0,6030860.0,941935.0,5088925.0,572547.0,1656701.0,46869.0,2828996.0,-188482.40000000002,412746.6,106044.59999999998,-554360.0,1135442.0,-440319.0,-668503.0,1497897.0,925350.0,-365877.6,-722695.4
19550,2016,8421579.0,336951.0,8084628.0,4802900.0,7425194.0,998295.0,6426899.0,996385.0,4177899.0,1127832.0,7912664.0,-223043.06000000003,1560797.94,741203.94,-656009.0,417426.0,-278909.0,110491.0,1657729.0,661344.0,-432965.93999999994,1143371.94
19569,2016,8404355.0,0.0,8404355.0,2080714.0,11761106.0,3361748.0,8399358.0,-3356751.0,4848742.0,30579.0,9867335.0,226058.18000000002,-408239.81999999995,663545.18,664877.0,662588.0,-1095001.0,469892.0,4997.0,3361748.0,438818.81999999995,-1070827.8199999998
19615,2016,3253820.0,0.0,3253820.0,2492979.0,331750.0,817306.0,-485556.0,2922070.0,275383.0,26229.0,2045115.0,91296.12000000001,-150992.88,456733.12,268518.0,-133363.0,-392167.0,494492.0,3739376.0,817306.0,177221.88,-17629.880000000005
19623,2016,5124727.0,0.0,5124727.0,1531793.0,2263683.0,3679505.0,-1415822.0,2861044.0,951824.0,947790.0,3040775.0,-35562.98,1016824.02,164239.02,-104597.0,-27945.0,26869.0,-4403.0,6540549.0,3679505.0,-69034.01999999999,1044769.02
19658,2016,92735.0,310000.0,-217265.0,24699.0,134416.0,50045.0,84371.0,-41681.0,22414.0,-22124.0,45510.0,-2104.94,-18037.94,-14281.94,-6191.0,436165.0,-36367.0,-150448.0,-301636.0,-259955.0,-4086.06,-454202.94
19739,2016,7417255.0,70675.0,7346580.0,2242761.0,5220265.0,93414.0,5126851.0,2196990.0,1841699.0,-142627.0,4439273.0,-82811.76000000001,18125.23999999999,570067.24,-243564.0,-101262.0,-538337.0,440918.0,2219729.0,22739.0,-160752.24,119387.23999999999
19763,2016,19243826.0,12337.0,19231489.0,4663745.0,10258768.0,1432947.0,8825821.0,8985058.0,3976461.0,-73935.0,9364772.0,-221931.94,356874.06,1261764.06,-652741.0,115983.0,-42172.0,-125280.0,10405668.0,1420610.0,-430809.06,240891.06
