cd_cvm,dt_fim_exerc,ativo_total,ativo_financeiro,ativo_operacional,ativo_circulante,passivo,passivo_financeiro,passivo_operacional,patrimonio_liquido,resultado_abrangente,passivo_circulante,lucro_liquido,receita_vendas,protecao_fiscal,res_opera_liq,res_opera_liq_cont,resultado_financeiro,fco,fco_investimento,fco_financeiro,ativo_operacional_liq,passivo_financeiro_liq,resultado_fin_liq,lucro_abrangente
12793,2017,38693331.0,1864.0,38691467.0,10530161.0,24043402.0,-5236861.0,18806541.0,14649929.0,0.0,5789807.0,350562.0,11739153.0,-266112.9,867134.1,1609916.1,-782685.0,-17029.0,4011.0,-457.0,19884926.0,-5238725.0,-516572.1,350562.0
12823,2017,421997.0,192671.0,229326.0,72619.0,177078.0,1207048.0,-1029970.0,244919.0,0.0,29863.0,-10539.0,33954.0,-2138.6000000000004,-6387.6,-22821.6,-6290.0,-12434.0,-8735.0,13568.0,1259296.0,1014377.0,-4151.4,-10539.0
13030,2017,1380766.0,6517532.0,-5136766.0,72619.0,1179148.0,-377730.0,801418.0,201618.0,0.0,175338.0,0.0,94349.0,666.74,-1294.26,-45176.26,1961.0,2311248.0,-4102852.0,1681013.0,-5938184.0,-6895262.0,1294.26,0.0
1325,2017,9878050.0,0.0,9878050.0,1300293.0,2416255.0,435799.0,1980456.0,7461795.0,0.0,0.0,-264012.0,2750349.0,-18750.66,-227613.66,85780.34,-55149.0,2034024.0,-2509321.0,-2440057.0,7897594.0,435799.0,-36398.34,-264012.0
13285,2017,1712639.0,6180.0,1706459.0,1133187.0,1072640.0,46145.0,1026495.0,639999.0,0.0,540677.0,59798.0,1069282.0,-10543.740000000002,80265.26,45773.259999999995,-31011.0,331802.0,-2808980.0,2591908.0,679964.0,39965.0,-20467.26,59798.0
13471,2017,533380.0,91826.0,441554.0,73729.0,790704.0,206810.0,583894.0,-257324.0,0.0,631166.0,427646.0,389175.0,-35654.44,496857.56,-2813.4400000000023,-104866.0,24834.0,-165588.0,182682.0,-142340.0,114984.0,-69211.56,427646.0
13765,2017,171925.0,0.0,171925.0,28144.0,464888.0,-157970.0,306918.0,-292963.0,0.0,351871.0,0.0,190423.0,-10681.78,20735.22,-4627.780000000001,-31417.0,5404112.0,-4400575.0,-3171005.0,-134993.0,-157970.0,-20735.22,0.0
13773,2017,1252008.0,1077.0,1250931.0,522623.0,966948.0,959.0,965989.0,285060.0,0.0,414310.0,-43882.0,1023937.0,-23124.760000000002,1007.239999999998,109059.23999999999,-68014.0,12641060.0,-8438222.0,-5257610.0,284942.0,-118.0,-44889.24,-43882.0
13781,2017,2985242.0,0.0,2985242.0,498691.0,1579154.0,6435421.0,-4856267.0,1406088.0,3779032.0,201551.0,111229.0,552424.0,-47225.32000000001,202901.68,211789.68,-138898.0,-551518.0,0.0,555000.0,7841509.0,6435421.0,-91672.68,3890261.0
1384,2017,12621742.0,0.0,12621742.0,5773.0,1576014.0,33888.0,1542126.0,11045728.0,-25032.0,0.0,-276389.0,1156330.0,1675.5200000000002,-279641.48,46432.52,4928.0,-14004.0,4151.0,0.0,11079616.0,33888.0,3252.4799999999996,-301421.0
13986,2017,28522982.0,170908.0,28352074.0,6796875.0,16901428.0,-12004092.0,4897336.0,11621554.0,0.0,3708363.0,-6014.0,10520790.0,-346405.60000000003,666420.3999999999,2479867.4,-1018840.0,107589.0,-6228.0,-23187.0,23454738.0,-12175000.0,-672434.3999999999,-6014.0
14109,2017,4970681.0,0.0,4970681.0,3109734.0,3062622.0,496584.0,2566038.0,1908059.0,0.0,1587906.0,-286028.0,2936758.0,-12580.68,-261606.68,129157.32,-37002.0,1826404.0,-1067811.0,-777632.0,2404643.0,496584.0,-24421.32,-286028.0
14133,2017,15670.0,25585.0,-9915.0,7251.0,65982.0,-7113460.0,-7047478.0,-50312.0,-21268000.0,56511.0,377000.0,14044.0,-2.3800000000000003,377004.62,-21534.38,-7.0,3339705.0,-4136080.0,784197.0,7037563.0,-7139045.0,-4.619999999999999,-20891000.0
14206,2017,14183834.0,77115.0,14106719.0,1342280.0,14183834.0,-127628.0,14056206.0,0.0,0.0,10973197.0,177233.0,2748523.0,-42146.060000000005,259045.94,300882.94,-123959.0,86355.0,11645.0,-29455.0,50513.0,-204743.0,-81812.94,177233.0
14311,2017,33162377.0,5302.0,33157075.0,5701834.0,17651874.0,-1995466.0,15656408.0,15510503.0,14853471.0,6109914.0,-20051.0,14024573.0,-254469.6,473919.4,1612225.4,-748440.0,5203974.0,-2426424.0,-634373.0,17500667.0,-2000768.0,-493970.4,14833420.0
14320,2017,25984477.0,1279504.0,24704973.0,7254755.0,10800513.0,4988.0,10795525.0,15183964.0,0.0,3046420.0,-84264.0,10734118.0,-157392.80000000002,221263.19999999998,620607.2,-462920.0,1100115.0,-3338754.0,2553469.0,13909448.0,-1274516.0,-305527.19999999995,-84264.0
14346,2017,6852312.0,3702.0,6848610.0,4748854.0,4477631.0,-17290017.0,-12812386.0,2374681.0,0.0,3907022.0,320618.0,9482873.0,51915.96000000001,219839.96000000002,326867.96,152694.0,932612.0,658977.0,-1417462.0,19660996.0,-17293719.0,100778.04,320618.0
14460,2017,10401541.0,0.0,10401541.0,6640859.0,4036043.0,57346.0,3978697.0,6365498.0,111831.0,2203122.0,6399.0,2673770.0,12856.080000000002,-18556.92,-35494.92,37812.0,252469.0,-61470.0,-247188.0,6422844.0,57346.0,24955.92,118230.0
14664,2017,1077513.0,0.0,1077513.0,708182.0,590317.0,46641.0,543676.0,487196.0,0.0,216916.0,-34257.0,686769.0,-1827.16,-30710.16,43666.84,-5374.0,558322.0,-85643.0,-348401.0,533837.0,46641.0,-3546.84,-34257.0
14761,2017,1538160.0,1095.0,1537065.0,1019690.0,305248.0,120838.0,184410.0,1232912.0,0.0,286346.0,64160.0,1562321.0,26897.06,11948.060000000001,211569.06,79109.0,566858.0,-381898.0,-182899.0,1352655.0,119743.0,52211.94,64160.0
14826,2017,47928000.0,82514.0,47845486.0,33220000.0,34636000.0,367486.0,34268514.0,13292000.0,7717.0,28992000.0,-72025.0,44634000.0,-248200.00000000003,409775.0,963800.0,-730000.0,449733.0,1104114.0,-1247497.0,13576972.0,284972.0,-481800.0,-64308.0
15083,2017,104865.0,6589.0,98276.0,32574.0,8152819.0,-314093.0,7838726.0,-8047954.0,0.0,6987301.0,8401.0,53649.0,-2266.44,12800.56,-80973.44,-6666.0,1057111.0,628673.0,1565906.0,-7740450.0,-320682.0,-4399.5599999999995,8401.0
15091,2017,33193064.0,0.0,33193064.0,1760245.0,5983975.0,-3589915.0,2394060.0,27209089.0,8814.0,628928.0,4264629.0,0.0,9839.6,4245528.6,2711322.6,28940.0,25747.0,-811773.0,387650.0,30799004.0,-3589915.0,19100.4,4273443.0
1520,2017,838044.0,0.0,838044.0,251301.0,626078.0,-6991441.0,-6365363.0,211966.0,0.0,265061.0,-26973.0,136638.0,-18907.06,9728.939999999999,-61053.06,-55609.0,208551.0,645857.0,-1122537.0,7203407.0,-6991441.0,-36701.94,-26973.0
15253,2017,22048356.0,1375841.0,20672515.0,7098724.0,17263834.0,-33648.0,17230186.0,4784522.0,0.0,5745441.0,237179.0,13637154.0,-216921.02000000002,658260.98,993663.98,-638003.0,2259354.0,-804060.0,-1275510.0,3442329.0,-1409489.0,-421081.98,237179.0
15423,2017,5236.0,29827.0,-24591.0,5236.0,9302.0,0.0,9302.0,-4066.0,9268386.0,530.0,2730423.0,0.0,1971.66,2726595.66,237.66000000000008,5799.0,-55862.0,1480425.0,-191962.0,-33893.0,-29827.0,3827.34,11998809.0
15458,2017,130410.0,81994.0,48416.0,33827.0,119639.0,-2837854.0,-2718215.0,10771.0,0.0,43134.0,-309123.0,215719.0,-3935.5000000000005,-301483.5,6283.5,-11575.0,-7018.0,-823855.0,-68241.0,2766631.0,-2919848.0,-7639.5,-309123.0
15539,2017,42145769.0,1741.0,42144028.0,11006728.0,26537415.0,-10381676.0,16155739.0,15608354.0,-1405241.0,11939003.0,-1098854.0,20508070.0,-474049.76,-178639.76,1371743.24,-1394264.0,1879112.0,-733659.0,-1658289.0,25988289.0,-10383417.0,-920214.24,-2504095.0
1562,2017,180845.0,0.0,180845.0,104603.0,80305.0,54276101.0,-54195796.0,100540.0,0.0,54390.0,-6656162.0,109753.0,-56.440000000000005,-6656052.44,571.56,-166.0,1377762.0,-994227.0,-798086.0,54376641.0,54276101.0,-109.56,-6656162.0
1597,2017,1543137.0,4070906.0,-2527769.0,80620.0,471051.0,6393.0,464658.0,1072086.0,0.0,62363.0,270262.0,4405.0,830.96,268648.96,8562.96,2444.0,46903.0,-43744.0,37803.0,-2992427.0,-4064513.0,1613.04,270262.0
16101,2017,2878138.0,0.0,2878138.0,1732925.0,2118734.0,0.0,2118734.0,759404.0,0.0,1213686.0,37147.0,608823.0,-36471.12,107943.88,-877515.12,-107268.0,26881.0,-23981.0,-118714.0,759404.0,0.0,-70796.88,37147.0
16292,2017,45228481.0,0.0,45228481.0,19185523.0,33515699.0,6455.0,33509244.0,11712782.0,0.0,14907874.0,46156.0,33469352.0,-707736.52,1419997.48,274987.48,-2081578.0,9249.0,-7216.0,1563.0,11719237.0,6455.0,-1373841.48,46156.0
16306,2017,3840053.0,0.0,3840053.0,1457182.0,3470108.0,418870.0,3051238.0,369945.0,-9988.0,2001806.0,116997.0,326028.0,27265.280000000002,64070.28,-403679.72,80192.0,821183.0,-1345069.0,586393.0,788815.0,418870.0,52926.72,107009.0
16497,2017,292255.0,0.0,292255.0,2910.0,162534.0,-54575.0,107959.0,129721.0,34264.0,38766.0,114455.0,0.0,-344.76000000000005,115124.24,46825.24,-1014.0,1285785.0,-590619.0,323309.0,184296.0,-54575.0,-669.24,148719.0
16632,2017,809693.0,1243173.0,-433480.0,185617.0,626923.0,0.0,626923.0,182770.0,0.0,143687.0,22912.0,483875.0,-11077.2,44414.8,135957.8,-32580.0,1009715.0,-383266.0,-353562.0,-1060403.0,-1243173.0,-21502.8,22912.0
16659,2017,28683957.0,0.0,28683957.0,21563767.0,20967858.0,-77768.0,20890090.0,7716099.0,0.0,15325066.0,103763.0,16894102.0,384452.28,-642526.72,351948.28,1130742.0,-86789.0,21432.0,226932.0,7793867.0,-77768.0,746289.72,103763.0
1694,2017,202655.0,228612.0,-25957.0,171803.0,20119.0,1494873.0,-1474754.0,182536.0,1608867.0,4839.0,1093344.0,16356.0,5268.64,1083116.64,-2093.3599999999997,15496.0,-54405.0,-2161.0,57381.0,1448797.0,1266261.0,10227.36,2702211.0
16993,2017,1245025.0,0.0,1245025.0,273816.0,425150.0,504402.0,-79252.0,819875.0,0.0,96414.0,-83530.0,209510.0,15530.52,-113677.48,88998.52,45678.0,151164.0,-28499.0,11592.0,1324277.0,504402.0,30147.48,-83530.0
17329,2017,19568513.0,39330332.0,-19761819.0,3735779.0,12733788.0,-2394959.0,10338829.0,6834725.0,21328.0,5676471.0,4608790.0,7009957.0,-77122.20000000001,4758497.8,2154266.8,-226830.0,356598.0,-443794.0,304446.0,-30100648.0,-41725291.0,-149707.8,4630118.0
17450,2017,26229516.0,0.0,26229516.0,4406621.0,18210135.0,-940282.0,17269853.0,8019381.0,0.0,3511981.0,11897.0,5946349.0,-566051.7200000001,1110703.2799999998,840368.2799999999,-1664858.0,618548.0,-408995.0,-162195.0,8959663.0,-940282.0,-1098806.2799999998,11897.0
17558,2017,19057.0,288350.0,-269293.0,4857.0,32618.0,151653.0,-119035.0,-13561.0,0.0,32618.0,1882316.0,0.0,-24680.260000000002,1930224.74,-434914.26,-72589.0,14150.0,-6668.0,-5599.0,-150258.0,-136697.0,-47908.74,1882316.0
17639,2017,32600365.0,0.0,32600365.0,7607388.0,14449181.0,142056.0,14307125.0,18151184.0,0.0,7224437.0,-27799.0,16233959.0,-169264.24000000002,300772.76,1563078.76,-497836.0,143585000.0,-14405000.0,15429000.0,18293240.0,142056.0,-328571.76,-27799.0
17671,2017,101382835.0,0.0,101382835.0,16731666.0,31921477.0,110986.0,31810491.0,69461358.0,-8634.0,17862531.0,-5321.0,43206832.0,-307034.96,590688.04,5204799.04,-903044.0,348235.0,-67432.0,-259709.0,69572344.0,110986.0,-596009.04,-13955.0
17892,2017,2764690.0,1631505.0,1133185.0,403414.0,1433870.0,9043.0,1424827.0,1330820.0,14131.0,342327.0,45266.0,824052.0,-21340.100000000002,86690.9,36103.899999999994,-62765.0,578094.0,-113093.0,-18342.0,-291642.0,-1622462.0,-41424.899999999994,59397.0
17914,2017,168726.0,88405.0,80321.0,88468.0,669956.0,-9875573.0,-9205617.0,-501230.0,318660.0,623758.0,1782918.0,454.0,-4909.9400000000005,1792449.06,-18267.940000000002,-14441.0,14427.0,-10233.0,2135.0,9285938.0,-9963978.0,-9531.06,2101578.0
17973,2017,18667762.0,650698.0,18017064.0,3536141.0,3460036.0,-29972549.0,-26512513.0,15207726.0,0.0,1345534.0,1025469.0,5557748.0,76869.92,876250.92,1733097.92,226088.0,170941.0,-16504.0,37946.0,44529577.0,-30623247.0,149218.08000000002,1025469.0
18287,2017,99555.0,9857.0,89698.0,63910.0,25039.0,-71348.0,-46309.0,74516.0,-24877.0,24868.0,119146.0,22357.0,908.82,117381.82,6244.82,2673.0,390669.0,-41658.0,-363692.0,136007.0,-81205.0,1764.1799999999998,94269.0
18368,2017,4509694.0,1167131.0,3342563.0,1163144.0,2816025.0,-4573461.0,-1757436.0,1693669.0,-2626.0,1591815.0,1205083.0,1453347.0,-26269.760000000002,1256077.24,294875.24,-77264.0,672753.0,-559805.0,359673.0,5099999.0,-5740592.0,-50994.24,1202457.0
18376,2017,17252173.0,212778.0,17039395.0,2643709.0,6052517.0,-2473699.0,3578818.0,11199656.0,-101493.0,789104.0,124221.0,2701193.0,-22513.440000000002,167923.56,1429162.56,-66216.0,108736.0,55795.0,-128840.0,13460577.0,-2686477.0,-43702.56,22728.0
18414,2017,55247.0,18106.0,37141.0,2860.0,52845.0,-9583225.0,-9530380.0,2402.0,-164506.0,8347.0,1243042.0,486.0,525.98,1242020.98,21890.98,1547.0,792153.0,-732566.0,-52328.0,9567521.0,-9601331.0,1021.02,1078536.0
18465,2017,28340322.0,0.0,28340322.0,15201291.0,18619490.0,-14291243.0,4328247.0,9720832.0,0.0,7013988.0,1151000.0,80007422.0,-161260.64,1464035.3599999999,1886903.3599999999,-474296.0,245801.0,-878377.0,50186.0,24012075.0,-14291243.0,-313035.36,1151000.0
18660,2017,41282912.0,0.0,41282912.0,9581212.0,30096568.0,-1987224.0,28109344.0,11186344.0,989.0,11378688.0,1234507.0,26744905.0,-505768.36000000004,2216292.64,2224827.64,-1487554.0,777938.0,-372521.0,-429905.0,13173568.0,-1987224.0,-981785.6399999999,1235496.0
18708,2017,649347.0,18403.0,630944.0,276709.0,127659.0,0.0,127659.0,521688.0,73106.0,69455.0,1098238.0,353778.0,7329.040000000001,1084011.04,22920.04,21556.0,10074802.0,-7378525.0,-2593090.0,503285.0,-18403.0,14226.96,1171344.0
18724,2017,11322515.0,1758953.0,9563562.0,1790505.0,2516507.0,-3384521.0,-868014.0,8806008.0,-452766.0,2476434.0,688338.0,0.0,-33716.78,753788.22,2393825.22,-99167.0,870802.0,-341640.0,-463344.0,10431576.0,-5143474.0,-65450.22,235572.0
18775,2017,25489174.0,0.0,25489174.0,1493715.0,23262928.0,-5816947.0,17445981.0,2226246.0,370626.0,3988317.0,645694.0,4067524.0,-527031.62,1668755.38,165579.38,-1550093.0,1595382.0,-458096.0,-1809368.0,8043193.0,-5816947.0,-1023061.38,1016320.0
18821,2017,30612208.0,105.0,30612103.0,6424592.0,22119761.0,-3956128.0,18163633.0,8492447.0,0.0,5912066.0,246946.0,10560997.0,-403146.5,1029524.5,2565496.5,-1185725.0,17874062.0,-3073002.0,-12864137.0,12448470.0,-3956233.0,-782578.5,246946.0
18953,2017,17169051.0,287.0,17168764.0,2491455.0,12670827.0,-1099028.0,11571799.0,4498224.0,-10132.0,3059859.0,-386383.0,3104530.0,-287055.88,170843.12,1202920.12,-844282.0,126721.0,-311942.0,758029.0,5596965.0,-1099315.0,-557226.12,-396515.0
18970,2017,6817913.0,557246.0,6260667.0,1578644.0,5260223.0,-582768.0,4677455.0,1557690.0,0.0,1996275.0,60907.0,1728125.0,-69304.24,195438.76,432808.76,-203836.0,2505920.0,-3478510.0,1103954.0,1583212.0,-1140014.0,-134531.76,60907.0
19062,2017,2557132.0,11856.0,2545276.0,481580.0,2355844.0,-1560869.0,794975.0,201288.0,1394.0,274423.0,298277.0,103164.0,-134141.22,558668.78,-54195.22,-394533.0,53999.0,-35952.0,-19373.0,1750301.0,-1572725.0,-260391.78,299671.0
19100,2017,1640041.0,67034.0,1573007.0,613963.0,2071947.0,-3699584.0,-1627637.0,-431906.0,0.0,421611.0,412331.0,1700799.0,31411.58,351355.58,-447358.42,92387.0,714820.0,-863795.0,83114.0,3200644.0,-3766618.0,60975.42,412331.0
19305,2017,262387.0,12230501.0,-11968114.0,64367.0,203086.0,0.0,203086.0,59301.0,0.0,43317.0,650598.0,103.0,-1907.7400000000002,654301.26,-34424.74,-5611.0,8735.0,-223.0,-1518.0,-12171200.0,-12230501.0,-3703.2599999999998,650598.0
19330,2017,4589036.0,0.0,4589036.0,659850.0,3258226.0,-145576.0,3112650.0,1330810.0,0.0,2168117.0,160665.0,1492741.0,-230804.58000000002,608697.4199999999,435817.42,-678837.0,-94575.0,505929.0,-153659.0,1476386.0,-145576.0,-448032.42,160665.0
19348,2017,1434969000.0,6924358.0,1428044642.0,18749000.0,491299000.0,580281.0,490718719.0,943670000.0,533.0,465000.0,-60438.0,147615000.0,-2700620.0,5181942.0,29510380.0,-7943000.0,36277.0,-17860.0,-18050.0,937325923.0,-6344077.0,-5242380.0,-59905.0
19437,2017,1620440.0,0.0,1620440.0,92155.0,251437.0,-8742726.0,-8491289.0,1369003.0,-141458.0,67924.0,-445237.0,103164.0,-65877.72,-317356.72,288545.28,-193758.0,1472808.0,-329157.0,-1188476.0,10111729.0,-8742726.0,-127880.28,-586695.0
19445,2017,10809992.0,214129.0,10595863.0,1703307.0,4565649.0,12899.0,4552750.0,6244343.0,0.0,1256297.0,-12480.0,4326401.0,-67324.42,118208.58,691126.58,-198013.0,-12434.0,0.0,0.0,6043113.0,-201230.0,-130688.58,-12480.0
19453,2017,7815758.0,17092.0,7798666.0,2139393.0,7059188.0,-114716.0,6944472.0,756570.0,0.0,1759574.0,-38128.0,3200704.0,-154847.56,262458.44,720570.44,-455434.0,145968.0,66552.0,-214383.0,854194.0,-131808.0,-300586.44,-38128.0
19550,2017,14957462.0,1813207.0,13144255.0,7056309.0,13322716.0,-41315.0,13281401.0,1634746.0,0.0,6912005.0,34166.0,9852708.0,-131732.66,289882.33999999997,925967.34,-387449.0,-11398.0,-6498.0,-8488.0,-137146.0,-1854522.0,-255716.34,34166.0
19569,2017,10004748.0,9204.0,9995544.0,3344998.0,13073694.0,-5105321.0,7968373.0,-3068946.0,0.0,5750045.0,428459.0,10576022.0,-312378.06,1034839.94,984589.94,-918759.0,64270.0,-155028.0,65682.0,2027171.0,-5114525.0,-606380.94,428459.0
19615,2017,3576008.0,82360.0,3493648.0,2846997.0,358399.0,-1353977.0,-995578.0,3217609.0,0.0,322074.0,0.0,2251972.0,81090.68000000001,-157411.32,503491.68,238502.0,-107779.0,250167.0,-202915.0,4489226.0,-1436337.0,157411.32,0.0
19623,2017,6246487.0,47456.0,6199031.0,1576451.0,2926539.0,-4889584.0,-1963045.0,3319948.0,-100411.0,1493379.0,-316170.0,3399308.0,-52882.58,-213515.58000000002,237112.41999999998,-155537.0,735306.0,-36032.0,-732300.0,8162076.0,-4937040.0,-102654.42,-416581.0
19658,2017,64655.0,1439000.0,-1374345.0,8895.0,126388.0,7346.0,119042.0,-61733.0,0.0,63904.0,3885.0,44730.0,346.8,3211.8,-20724.2,1020.0,332400.0,-988534.0,861322.0,-1493387.0,-1431654.0,673.2,3885.0
19739,2017,11186234.0,13478203.0,-2291969.0,3430988.0,8585509.0,449222.0,8136287.0,2600725.0,0.0,2234098.0,560438.0,6058279.0,-107099.66,768337.34,713575.34,-314999.0,1105317.0,-335217.0,195081.0,-10428256.0,-13028981.0,-207899.34,560438.0
19763,2017,20607952.0,19698.0,20588254.0,5454157.0,11570355.0,-8798.0,11561557.0,9037597.0,0.0,4526264.0,7464.0,12373375.0,-186252.0,369012.0,1049886.0,-547800.0,451498.0,-172048.0,-485526.0,9026697.0,-28496.0,-361548.0,7464.0
19771,2017,14312293.0,543715.0,13768578.0,974834.0,7721450.0,-767348.0,6954102.0,6590843.0,-132445.0,2050785.0,243881.0,4406011.0,-130999.96,498175.04,501240.04,-385294.0,836377.0,-751066.0,-44078.0,6814476.0,-1311063.0,-254294.03999999998,111436.0
19836,2017,28539273.0,0.0,28539273.0,7780048.0,18242008.0,129633.0,18112375.0,10297265.0,0.0,4991391.0,37954.0,7670777.0,-305453.96,630894.04,2103470.04,-898394.0,-337965.0,817225.0,-490296.0,10426898.0,129633.0,-592940.04,37954.0
