cd_cvm,dt_fim_exerc,ativo_total,ativo_financeiro,ativo_operacional,ativo_circulante,passivo,passivo_financeiro,passivo_operacional,patrimonio_liquido,passivo_circulante,lucro_liquido,receita_vendas,protecao_fiscal,res_opera_liq,res_opera_liq_cont,resultado_financeiro,fco,fco_investimento,fco_financeiro,ativo_operacional_liq,passivo_financeiro_liq,resultado_fin_liq
14664,2018,1291194.0,0.0,1291194.0,832641.0,7504880000000000.0,1226910000000000.0,6277970000000000.0,5407060000000000.0,3015560000000000.0,-130520000000000.0,9465870000000000.0,-59625800000000.01,-14775800000000.008,817894200000000.0,-175370000000000.0,1.066494e+16,-1705280000000000.0,-7712320000000000.0,-6277969998708806.0,1226910000000000.0,-115744200000000.0
14761,2018,1704129.0,0.0,1704129.0,1189322.0,3840530000000000.0,1.751565e+16,-1.367512e+16,1.320076e+16,3648730000000000.0,302960000000000.0,1.539568e+16,126493600000000.02,57413600000000.016,2149593600000000.0,372040000000000.0,2069370000000000.0,579440000000000.0,-2813910000000000.0,1.3675120001704128e+16,1.751565e+16,245546400000000.0
14826,2018,52849000.0,176978.0,52672022.0,36304000.0,3.891e+17,8.895988e+16,3.0014012e+17,1.3939e+17,3.2785e+17,2603260000000000.0,4.9388e+17,-1611600000000000.0,5731660000000000.0,1.56684e+16,-4740000000000000.0,3716350000000000.0,-444330000000000.0,-3129390000000000.0,-3.00140119947328e+17,8.895987999982302e+16,-3128400000000000.0
15083,2018,104187.0,19956.0,84231.0,29229.0,8.224743e+16,6061200000000000.0,7.618623e+16,-8.120556e+16,7.05007e+16,746320000000000.0,517830000000000.0,-75894800000000.0,893645200000000.0,-578694800000000.0,-223220000000000.0,1.314377e+16,-1027130000000000.0,-1.201509e+16,-7.618622999991578e+16,6061199999980044.0,-147325200000000.0
15091,2018,37117950.0,238962.0,36878988.0,584397.0,4.594293e+16,7.862977e+16,-3.268684e+16,3.2523657e+17,3400000000000.0,3.559435e+16,0.0,-9367000000000.0,3.5612533e+16,5.1249153e+16,-27550000000000.0,3579610000000000.0,-426130000000000.0,-5719160000000000.0,3.2686840036878988e+16,7.862976999976104e+16,-18183000000000.0
1520,2018,821968.0,101865.0,720103.0,253071.0,7152380000000000.0,1.306825e+16,-5915870000000000.0,1067300000000000.0,3231770000000000.0,3061420000000000.0,936990000000000.0,-67881000000000.01,3193189000000000.0,-826851000000000.0,-199650000000000.0,1.839009e+16,-2.384019e+16,1.116526e+16,5915870000720103.0,1.3068249999898136e+16,-131769000000000.0
15253,2018,36418008.0,659939.0,35758069.0,11037151.0,3.037048e+17,1273350000000000.0,3.0243145e+17,6.047528e+16,7.537834e+16,58170000000000.0,1.5787581e+17,-3231686400000000.0,6331443600000000.0,1.80699936e+16,-9504960000000000.0,414870000000000.0,-1.667121e+16,2.062748e+16,-3.024314499642419e+17,1273349999340061.0,-6273273600000000.0
15423,2018,11238.0,0.0,11238.0,11234.0,82240000000000.0,0.0,82240000000000.0,30140000000000.0,990000000000.0,5.123097e+16,79740000000000.0,5895600000000.0,5.12195256e+16,59345600000000.0,17340000000000.0,2.316116e+16,-6170570000000000.0,-1.424948e+16,-82239999988762.0,0.0,11444400000000.0
15458,2018,127581.0,0.0,127581.0,58223.0,1271630000000000.0,2.359688e+16,-2.232525e+16,4180000000000.0,504170000000000.0,1.18e+16,3588890000000000.0,-20104200000000.0,1.18390258e+16,-60944200000000.0,-59130000000000.0,-639370000000000.0,-3.981156e+16,5.252323e+16,2.232525000012758e+16,2.359688e+16,-39025800000000.0
15539,2018,46564478.0,0.0,46564478.0,11497466.0,2.8987683e+17,2.2165444e+17,6.822239e+16,1.7576795e+17,8.030288e+16,-4.466246e+16,2.5953659e+17,-3974484400000000.5,-3.69472844e+16,2.36546856e+16,-1.168966e+16,-7824770000000000.0,1.926295e+16,-2.355668e+16,-6.822238995343552e+16,2.2165444e+17,-7715175600000000.0
1562,2018,189890.0,0.0,189890.0,115283.0,857210000000000.0,4.934671e+16,-4.84895e+16,1041690000000000.0,596920000000000.0,1.444004e+16,1198020000000000.0,2604400000000.0,1.44349844e+16,22474400000000.0,7660000000000.0,1.518753e+16,-4.344095e+16,2040950000000000.0,4.848950000018989e+16,4.934671e+16,5055600000000.0
1597,2018,2083025.0,166687.0,1916338.0,20545.0,6236500000000000.0,2133030000000000.0,4103470000000000.0,1.459375e+16,44630000000000.0,-55800000000000.0,32920000000000.0,5603200000000.0,-66676800000000.0,107123200000000.0,16480000000000.0,1.496256e+16,598490000000000.0,-1.98722e+16,-4103469998083662.0,2133029999833313.0,10876800000000.0
16101,2018,2526280.0,0.0,2526280.0,1683371.0,2.033089e+16,0.0,2.033089e+16,4931910000000000.0,1.039015e+16,356110000000000.0,9608910000000000.0,-273771400000000.03,887548600000000.0,-3681321400000000.0,-805210000000000.0,1.75546e+16,-9456920000000000.0,-2095340000000000.0,-2.033088999747372e+16,0.0,-531438600000000.0
