cd_cvm,dt_fim_exerc,liquidez_corrente,margem_operacional_liquida_continuada,margem_operacional_liquida,giro_ativo,retorno_patrimonio_liquido,alavancagem,retorno_ativo_oper_liq,custo_pass_fin_liq,spread,accrual,cnpj
1520,2020,0.052322249603484125,-2.7032089918523607,85.36084323156965,2.588210314558413e-05,-1.0596475527904625,-487.56709675441186,-0.08502812132851856,-1.3049133201953262e-05,-0.08504117046172051,454293.82000000007,60.851.615/0001-53
15253,2020,0.10961821652137241,0.09600602020402349,0.10035801699618617,-0.10371740711127066,0.021388302225656824,2.454285706299679,0.04303077833867163,-0.0023464966358667924,0.04068428170280484,857245.3599999999,00.864.214/0001-06
15423,2020,0.676103500761035,0.33300593982277904,0.33300593982277904,0.04420419817616803,0.08486475325211645,5.6723105506808515,-0.15947368421052632,0.0025122492813391935,-0.15696143492918713,-29580.42,00.359.742/0001-08
15458,2020,0.11702733883372955,0.04851026416225221,-0.19019651309352772,0.020534368140963658,-0.3557227524630542,90.02455356343327,-0.011452014717563956,-0.0002615229664416314,-0.011713537684005588,-592399.46,42.331.462/0001-31
15539,2020,0.12480833333333333,0.112063521835631,0.112063521835631,-0.14318199644941185,0.013505974243339998,1.043586591658427,0.054226341912878076,-0.00302853397571654,0.051197807937161534,2208363.0,01.083.200/0001-18
1562,2020,0.20474067305268465,0.08479956802660564,3.0245625962582756,0.00201345084444608,0.408683639722559,67.52515855531294,0.11808871153796859,3.1889615050701225e-05,0.11812060115301928,216688.04,61.374.161/0001-30
1597,2020,1.2918407567993693,-5.4117516629711755,-5.4117516629711755,-7.312078767326544e-05,-0.00018154713701712505,0.019425063377401117,-0.0012911591018860858,0.000711666048543289,-0.0005794930533427968,-3488062.1,14.308.514/0001-13
16101,2020,0.17334091804557097,-0.032603883286484295,-0.032603883286484295,-0.13600441218509982,-0.004941003139141215,0.9892266877237229,0.014660653875752726,-0.0031251123033852013,0.011535541572367525,-2362467.3,01.545.826/0001-07
16292,2020,0.14839052641886882,0.06362869999011901,0.06362869999011901,-0.20233681061063444,0.015771982044886876,2.421780184883839,0.05056700801970712,-0.005253530169587005,0.04531347785012012,2071030.7,01.838.723/0001-27
16306,2020,0.033330542852089896,-3.8028760881839307,-3.891926627187857,-0.0036684816643829292,0.002834638275742517,-0.19908557725644285,-0.17741130146720113,0.25460512280956354,0.07719382134236241,-614991.24,61.065.751/0001-80
16438,2020,0.27578947368421053,0.0,0.0,-0.0,-0.00527089072543618,91827.36455463729,-0.05397692990239575,3.432e-09,-0.05397692647039575,-979154.32,01.957.772/0001-89
16497,2020,0.14206827309236947,0.0,0.0,-0.0,-0.03504276209588079,-0.029684047934062176,-0.21026323928802945,0.12218677358128424,-0.08807646570674521,-7740831.54,01.971.614/0001-83
16632,2020,0.1596950070439285,0.14795782853339848,0.14795782853339848,-0.2587563993389991,0.04550865817980549,0.45947971834424733,0.4587840681315872,-0.002262452160844158,0.45652161597074303,-1764542.2,02.193.750/0001-52
16659,2020,0.1208031756451208,0.05801883999750805,0.05801883999750805,-0.06785656680782122,0.01882671490209242,0.036009068676376946,0.029411993977054633,0.18826611499606688,0.2176781089731215,-1011501.52,02.149.205/0001-69
16993,2020,0.1710970060266946,0.2550703932404597,0.2550703932404597,-0.04806738643583653,0.027624413197812704,0.08724546389436322,0.06698087710097297,0.13469318997746108,0.20167406707843405,63627.88000000001,02.302.101/0001-42
17329,2020,0.14371684353213554,0.32952302029853764,0.32952302029853764,-0.10000499246323484,0.03613108657480924,1.9614707986146864,0.1170265512885196,-0.008181426306081823,0.10884512498243779,4009950.1,02.474.103/0001-19
17450,2020,0.22531358631379245,0.18337138443150666,0.18337138443150666,-0.07558959846732813,0.0019918180357938217,1.3987854731250398,0.02929029818341776,-0.004546207191205395,0.024744090992212364,284654.22,02.387.241/0001-60
17671,2020,0.10663372546948591,0.11939279753743826,0.11939279753743826,-0.14583795889897727,0.006858465986140471,0.1381621778719851,0.047493220558071585,-0.003938175343198556,0.04355504521487303,3677813.14,02.558.157/0001-62
17892,2020,0.4180750777702051,0.04000486249990586,0.04000486249990586,0.028130003552130207,-0.0006561574663481482,2.592291186862546,0.008792792315636951,-0.0009371341794168721,0.007855658136220078,-1741289.96,02.762.121/0001-04
17914,2020,0.0008129314660240515,-113.883515625,-113.883515625,2.086998488808181e-05,0.00994998489971199,-2.662952977751406,0.01971351544702693,-0.002392391565600787,0.017321123881426145,-1275107.18,02.762.115/0001-49
17973,2020,0.17620987252176867,-0.6132390688126952,-1.0268574857699846,-0.06275331240579297,-0.04064215153567716,0.5671635971417511,-0.10497104873656242,-0.004877028150369907,-0.10984807688693232,-5313785.96,02.800.026/0001-40
18287,2020,0.3422211584490187,0.5271163020233591,0.5271163020233591,0.01427732631721164,0.008567858816179916,1.768670935498985,0.06956731291113957,-0.0008147428652161627,0.06875257004592342,-200678.66,02.105.040/0001-23
18368,2020,0.06675019264845403,0.6603262599798508,0.6603262599798508,-0.057980051034373536,0.036713493019985936,0.6831228448997355,0.16750879499212057,-0.019631618523135542,0.14787717646898502,684996.3,02.998.301/0001-81
18376,2020,0.4013020064889031,0.9524615385447789,0.9524615385447789,-0.11771355172872794,0.023947215244662787,0.5186901054140448,0.1431640211773605,-0.0018842724725515287,0.14127974870480897,2195070.5,02.998.611/0001-04
18414,2020,0.18155764644017502,0.10305186865375414,0.10305186865375414,0.011438631199093025,0.01670776220246185,17.023288548880064,0.04999744939630936,-1.3398699705712793e-05,0.049984050696603645,-571048.04,02.365.069/0001-44
18465,2020,0.1892584343784294,0.013607445157501681,-0.016536902219765556,-1.7120867610338093,-0.015350376604460123,2.179028108733722,0.030495969645597722,-0.0008232874792785244,0.029672682166319197,-1064549.16,33.256.439/0001-39
18660,2020,0.09587567665612634,0.12672248886983292,0.12672248886983292,-0.18948248591071357,0.026039925601537197,1.3040624825643437,0.08114145301270734,-0.0011233550725032694,0.08001809794020406,3851257.5,02.429.144/0001-93
18708,2020,0.20824649216378108,2.54971660769571,2.54971660769571,-0.05630821337038672,0.08234329749637553,-0.23889479672894712,-0.9972964019349412,-0.0025270922036327702,-0.999823494138574,157279.74,01.938.783/0001-11
18724,2020,1.1800608092748353,0.0,0.0,0.0,0.013034887924817218,0.10217363934385772,0.12978747756677086,0.000370478588107263,0.13015795615487813,1539740.7,03.847.461/0001-92
18775,2020,0.08560078267893703,0.2716102019367661,-0.2129980572708688,-0.007512471543803012,0.08358104543072363,-1.9525810802555832,0.019398244382593424,-0.03329375965723428,-0.013895515274640856,-3812333.8,03.758.318/0001-24
18821,2020,0.10660882984713561,0.09903665511230116,0.09903665511230116,-0.1621338129252243,0.001084579109550135,2.444566852229603,0.031220788556949958,-0.00460247915447845,0.026618309402471507,225485.02,02.846.056/0001-97
18953,2020,0.05835195323281285,0.5810063367730391,0.5810063367730391,-0.05734233765902708,0.021486183852869208,0.3358779792837164,0.1191653723654867,-0.009817398688269774,0.10934797367721692,1690464.98,03.953.509/0001-47
18970,2020,0.09376238557717659,0.5954683690070366,0.5954683690070366,-0.07766929404461104,0.04602661227555798,3.0408291532290015,0.11934851284888676,-0.006239606968193338,0.11310890588069342,1146212.22,04.128.563/0001-10
19100,2020,0.048263421001973145,-0.17234114438071368,-0.17234114438071368,-0.12364439429627685,-0.12842274010623533,5.0896659750406545,0.020917996722458865,-0.006095965312951945,0.01482203140950692,-502849.26,04.032.433/0001-80
19305,2020,0.303138580395944,-1.0360083861730416,-1.0360083861730416,0.09024041339539496,-0.036958099843847105,1.6111636262984452,-0.13973501620801435,-0.0032370601353629122,-0.14297207634337725,-240574.54,04.752.991/0001-10
19330,2020,0.02211923985911737,0.1838235200034671,0.1838235200034671,0.08898188052578596,0.018471008863287973,3.8816391110842057,0.05644494844550737,-0.00027016355200365196,0.056174784893503714,-2386500.34,03.014.553/0001-91
19348,2020,0.0,0.04934224232692783,-0.03734236318536807,-0.03355823106746711,1.2991085427585897e-07,0.0038996055871695708,0.004245913429285076,0.11128230011264861,0.11552821354193368,-20755256.0,60.872.504/0001-23
19445,2020,0.14438288728604964,0.1744277640680788,-0.06700465139955586,-0.2540773435638199,-0.007334775575797338,0.49759982479973747,0.07917800110285363,-0.0035965256571431486,0.07558147544571048,-1051225.5,17.281.106/0001-03
19453,2020,0.06948380890292964,0.02530407876821409,0.023803998513920486,-0.09991312092103843,-0.7546821879283032,125.20594151047507,0.009123326518617872,-0.007381070612913063,0.0017422559057048087,-2165610.1,04.149.454/0001-80
19550,2020,0.11606231344229723,0.07806688729603399,-0.5559215731335768,-0.10765442487808327,-0.15573638310517832,0.24365568507004404,0.05627668344303576,-0.020027442516960342,0.03624924092607542,-8021252.960000001,71.673.990/0001-77
19569,2020,0.031210651904134325,-0.421238503867892,-0.421238503867892,-0.033787773917340294,0.04282142613030132,-0.5609654175199765,-0.21670689415044594,-0.04158048951937676,-0.25828738366982273,-21539834.66,06.164.253/0001-87
19615,2020,0.9124243296137926,0.16581395361097856,0.024868617160089316,-0.48626535672203397,0.00325904313965781,0.01311200879015273,0.06729094163503378,0.16351022247915795,0.23080116411419171,203435.42,89.850.341/0001-60
19623,2020,0.1397515591853207,0.015202541264219568,0.20168247806503203,-0.2720172733319228,0.03294064121646994,2.04130802866251,0.00808202823974511,-0.0035288775966948022,0.004553150643050308,7932073.72,61.486.650/0001-83
19658,2020,0.005962872002311471,0.1441626118348768,7.093464134358813,0.002112855887364457,-0.1378253536535335,-10.675200948140946,0.05453390333689586,4.58433145877902e-05,0.05457974665148365,-169423.08000000002,86.550.951/0001-50
19739,2020,0.12963498641184176,0.12566365546249061,0.12566365546249061,-0.1872141305028452,0.01731767806512807,1.467567559962803,0.066052190963674,-0.002781957844759027,0.06327023311891497,786411.5800000002,16.670.085/0001-55
19763,2020,0.09267902969593807,0.13426177605146894,0.13426177605146894,-0.11270975964468963,0.015226354229326172,0.5100125059155903,0.06641360136269014,-0.005187944621344611,0.06122565674134553,2020463.6,03.983.431/0001-03
19771,2020,0.05314346384758499,0.07449906898656478,0.07449906898656478,-0.23384557757616067,-0.0007561486802115127,1.2940771727015719,0.016703601668200427,-0.003859471937566364,0.012844129730634063,337310.24,02.919.555/0001-67
19836,2020,0.17827275996541292,0.12896086969170512,0.06402091616367922,-0.12310106397042896,0.0002742439604881497,1.1543097254944759,0.04968106137679831,-0.006274179591100646,0.04340688178569767,817531.9199999998,50.746.577/0001-15
19879,2020,0.11048595689291207,0.08996370358653114,0.08996370358653114,-0.10905789632386242,0.009778141186273107,1.0363474129942845,0.044570277588805746,-0.006602867368459746,0.037967410220346,658593.6000000001,03.378.521/0001-75
19909,2020,0.40085597449403937,-0.21661144119148026,-0.21661144119148026,-0.025768198105594907,-0.0029887999920324513,0.3884345340809577,-0.011234417610890297,-0.003156654043687731,-0.014391071654578027,-124415.48,06.977.745/0001-91
19925,2020,0.3572768819390785,0.7345615439317068,0.7345615439317068,0.019073155647323498,0.0028335199048629437,0.6894182278896253,0.02162071026555271,-0.0004798346819917783,0.021140875583560932,483132.42,06.977.751/0001-49
19992,2020,0.1388200963612808,0.11693891976239534,0.05844258086335652,-0.11013925671618151,0.005536321417298283,0.07109915419941444,0.05958287611559982,-0.004075763958763512,0.05550711215683631,103051.44,53.113.791/0001-22
20010,2020,0.1681447101001178,0.20836004042242653,0.20836004042242653,-0.1203614773262057,0.02807880971002372,1.3830625874343088,0.08450778640446319,-0.001648356404542481,0.0828594299999207,3630807.5,03.220.438/0001-73
20028,2020,0.1196111593899993,-0.07501250553079661,-0.017835155960729022,-0.1609258492750518,-0.008158316676493005,0.4956473519086078,-0.05345096276839872,-0.010188690535826992,-0.0636396533042257,-207914.9,33.113.309/0001-47
20060,2020,0.2553508646748226,0.15697504854724653,246.19396255450116,-0.025386239553147533,9.593975035663338,0.9799358059763638,0.018174267346241866,0.008741263729599434,0.026915531075841298,13498424.64,89.463.822/0001-12
20087,2020,0.2531102022137326,-0.12828299739269852,-0.12828299739269852,-0.10924122214323549,-0.023546782611997934,1.4116647891304144,-0.04661627706889597,-0.0049931861635873565,-0.051609463232483326,-3209638.36,07.689.002/0001-89
20125,2020,0.18149698096191283,0.2018442473905847,0.14214406532913243,-0.2668092400358731,0.02107849840666012,0.04377312829183191,0.1854837226952566,0.006433050590730081,0.19191677328598666,855738.3200000002,58.119.199/0001-51
20257,2020,0.28042305347991964,0.72355103746231,0.72355103746231,-0.16006499177629946,0.03755331980064734,0.9715745554290689,0.2030891335106363,-0.005360645917922849,0.19772848759271344,1186341.1800000002,07.859.971/0001-30
20320,2020,0.1490511485619906,0.2236871201105805,0.2236871201105805,-0.12867571087178367,0.018067512916003316,1.522880620918151,0.08083420559811982,-0.006630682789540773,0.07420352280857904,550679.1399999999,06.981.176/0001-58
20338,2020,0.2368777876240508,0.09794362073121025,0.09794362073121025,-4.497605653079983,0.011494036326165047,0.43984757961998133,0.0730060459258501,0.0018304776846820615,0.07483652361053215,648851.46,07.206.816/0001-15
20346,2020,0.16090516213947414,0.021808364048140776,0.002197287123716623,-0.32777219656562456,-0.003184039252491428,0.4553612295249888,-0.028205865232310855,-0.00883522457105786,-0.03704108980336872,-10889.920000000002,45.453.214/0001-51
20354,2020,0.09174011819410445,0.120966272167282,0.120966272167282,-0.14579532704079926,-0.007244312027382806,1.629684755566496,-0.0702597364070307,-0.016112470839648733,-0.08637220724667943,166824.3,05.799.312/0001-20
20362,2020,0.1612944332760487,0.09092869039076752,0.0011661579628980013,-0.12555990480868445,-9.030739359117562e-05,0.0441170326356992,-0.001182670081926301,-0.0076557654006333175,-0.00883843548255962,-37622.58,81.243.735/0001-48
20370,2020,0.28905699345976693,0.10188259279246867,0.10188259279246867,0.10439959468043963,0.007531805441815938,2.2153773368107714,-0.0033191556029514005,-0.001023309090296154,-0.004342464693247555,26243.96,08.078.847/0001-09
20435,2020,0.23491414527107018,-0.8560044728116161,-0.8560044728116161,-0.06689267005041696,-0.0210894610197252,0.8625099839019569,-0.09883971801835605,-0.0017935118978316714,-0.10063322991618771,-189779.64,08.065.557/0001-12
20451,2020,0.1973060829956834,0.011008476315249476,3.4771395198333153,0.01771539049105099,0.17623027089941676,4.3845847614746765,0.004004818967160737,3.0443747983875202e-05,0.004035262715144612,1076882.1,67.010.660/0001-24
20478,2020,0.038263650016956544,-1.9366842464240084,-1.9366842464240084,-0.0030644876872086614,0.008481752188117973,-0.05968406552465651,0.10525693061604663,-0.016646480265044377,0.08861045035100225,-581286.04,02.950.811/0001-89
20494,2020,0.2327672530099468,0.3849145321917889,-0.08777395881440431,-0.07352800013326638,-0.003715491050789248,0.8867164677670919,0.037902750306456054,-0.0020667416038539534,0.035836008702602104,-179652.98,51.218.147/0001-93
20524,2020,0.2301111246409789,0.14598931191727207,-0.10503281827865615,-0.08683817219265796,-0.006703105523980854,0.310736970045744,0.047124119891585055,0.0011905486935004435,0.0483146685850855,-1312721.94,43.470.988/0001-65
20532,2020,0.023793465929149295,0.17445623237553073,1.0911676461976705,-0.006808792066329795,0.5139150927348564,0.03023421390460722,0.01170535203054056,0.5983632355393064,0.6100685875698469,68684528.52,90.400.888/0001-42
20540,2020,0.041718141301221055,0.4567579965579598,0.4567579965579598,-0.04906603207343027,0.013500813644095406,0.30454560301343264,0.0819620363910822,-0.010904795743384718,0.07105724064769747,401700.98,08.439.659/0001-50
20567,2020,0.009465673752048204,-0.0964754787620295,-0.18682352478350595,-0.06862069222813301,-0.001797665704639847,0.1575869558444991,-0.00876529690565813,0.0029395532914065206,-0.00582574361425161,-1740076.24,62.144.175/0001-20
20575,2020,0.14824772021003138,0.04712222983407824,0.04712222983407824,-0.4622731884784519,0.010690172688713986,1.4193953640978363,0.07773189619166959,-0.013069315420631058,0.06466258077103854,6903616.98,02.916.265/0001-60
20605,2020,0.17247923068432774,0.5824822690188373,0.5824822690188373,-0.07386105505665441,0.016694754584593675,0.4888222804392848,0.09363100362412231,-0.00229720127191585,0.09133380235220646,643487.62,08.294.224/0001-65
20613,2020,0.12012351587479381,-0.004198266867048058,-0.004198266867048058,-0.1456846324087642,-1.094265625,55.854374984559094,0.023639933921391406,-0.018742723829411834,0.004897210091979572,-164578.52000000002,04.821.041/0001-08
20630,2020,0.2885508668629375,-7.998321816386969,-7.998321816386969,0.002217091080282541,-0.014398828620458106,0.981366111920848,0.49222684608608486,0.0007275768347290967,0.49295442292081393,-240419.6,07.820.907/0001-46
20702,2020,0.03233564686285397,-3.5783922201267866,42.108822339869576,0.09676788102437815,-0.8049241490971807,-2.6233237126465103,-0.48685585861302516,-0.003984130817610063,-0.4908399894306352,1766755.38,67.571.414/0001-41
20710,2020,0.2544402629985293,0.13712512842097038,0.3027781906783913,-0.263256948069456,0.056377361475634456,4.025174947510564,0.0928422227192166,-0.009926383546273438,0.08291583917294316,308375.44,42.278.291/0001-24
20745,2020,0.17976917517758143,0.1475578899589242,0.019914032265268916,-0.07251859316165381,0.0005259503316029093,0.031044176273467543,0.06653985869190113,-0.06190392754191232,0.004635931149988809,-9855.339999999997,89.096.457/0001-55
20770,2020,0.5502724889889852,0.32469238587785115,0.32469238587785115,0.36709060189463927,0.010034438855074896,0.2020231496550477,0.6496372390693222,0.013273648149998943,0.6629108872193212,263470.98,08.312.229/0001-73
20788,2020,0.13285766382187228,0.09379939507004671,0.09379939507004671,-0.5667403688649456,0.12893485404217284,6.854294018063991,0.16021606866412835,-0.007468419156171022,0.15274764950795733,6329518.88,03.853.896/0001-40
20796,2020,0.06812875800922365,0.29592321396227195,0.19411683090089085,-0.012808306339837134,0.023424301942078708,0.174136195849211,0.03528835597807858,-0.0882143036337666,-0.052925947655688026,1053772.4,62.232.889/0001-90
20800,2020,0.2515033156015449,0.07860658969304421,0.07860658969304421,-0.555843293076812,0.011749427385441125,0.3503953557882421,0.07746629767112136,-0.002756861796999375,0.07470943587412199,-127897.38,02.351.144/0001-18
20818,2020,0.1895106445890006,0.1457745312880448,0.1457745312880448,-0.08403584876280457,-0.011751662971175166,4.360864745011087,0.06837863767189,-0.02172035083259184,0.04665828683929815,-205855.52,08.769.451/0001-08
20877,2020,0.31242603957398796,0.042322788274231096,-2.0802829062014476,-0.09281035477437931,-0.1197102953108367,0.9734242337207026,0.009512858283066415,0.0012720036505634766,0.010784861933629892,-2234672.18,49.263.189/0001-02
20915,2020,0.23685135557454623,0.0887650035154586,0.0887650035154586,-0.09829729764630832,0.01029055022010627,0.8726271980475542,0.033984074669055606,0.0005892186831572926,0.034573293352212896,465436.08,08.343.492/0001-20
20931,2020,0.1764682530127452,0.07087439756813545,0.18150358150922194,-0.19469137813078513,0.33854241065051566,7.279652220038367,0.0926581059214871,-0.011091954583471182,0.08156615133801592,3509368.94,67.620.377/0001-14
