,cd_cvm,dt_fim_exerc,ativo_operacional,passivo_operacional,ativo_operacional_liquido,ativo_financeiro,passivo_financeiro,passivo_financeiro_liquido,patrimonio_liquido,resultado_operacional_liquido,resultado_operacional_liquido_continuado,resultado_financeiro,protecao_fiscal,resultado_financeiro_liquido,resultado_abrangente,lucro_liquido,lucro_abrangente,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financeiro,ativo_circulante,passivo_circulante,receita_vendas,liquidez_corrente,margem_operacional_liquida_continuada,margem_operacional_liquida,giro,rspla,rspl,alavancagem,raol,cpfl,spread
746,22560,2015,1256616,270662,985954,0,552433,552433,433521,76743.6,76743.6,-96110,-32677.4,-63432.6,0.0,13311,13311.0,146291,-85515,-59192,524219,761303,913203,0.688581287608219,0.08403783167598004,0.08403783167598004,0.9262125819257288,0.030704394942805538,0.030704394942805538,1.274293517499729,0.07783689705604928,-0.114824060112267,-0.03698716305621773
747,21342,2015,1812670,4155916,-2343246,0,0,0,-2343246,-467976.74,-467976.74,-234861,-79852.74,-155008.26,105988.0,-622985,-516997.0,3078762,-359,-3133902,134074,304026,188706,0.4409951780439831,-2.4799250686252687,-2.4799250686252687,-0.08053187757495371,0.22063283155076335,0.2658641047504189,0.0,0.19971302202158886,0.0,0.19971302202158886
748,23426,2015,767926,365986,401940,0,33258,33258,368682,25562.04,25562.04,-31494,-10707.960000000001,-20786.04,0.0,4776,4776.0,52947,-34423,-35085,62456,64513,143223,0.9681149535752483,0.17847719989107896,0.17847719989107896,0.35632930288102704,0.012954253258906048,0.012954253258906048,0.09020782137451788,0.06359665621734588,-0.6249936857297492,-0.5613970295124033
749,23248,2015,1016719,409467,607252,159058,124192,-34866,642118,71596.32,71596.32,-11202,-3808.6800000000003,-7393.32,0.0,64203,64203.0,-32624,-95754,137991,394124,238064,834944,1.6555380065864642,0.08574984669630539,0.08574984669630539,1.3749547140231733,0.09998629535381347,0.09998629535381347,-0.05429843112948087,0.11790215594184952,0.21204956117707796,0.32995171711892746
750,22519,2015,776169,241539,534630,0,71924,71924,462706,22410.34,22410.34,-599,-203.66000000000003,-395.34,0.0,22015,22015.0,54940,-17640,-49880,429632,115974,397293,3.7045544691051444,0.05640758835418696,0.05640758835418696,0.7431176701644128,0.04757880814167095,0.04757880814167095,0.15544211659239343,0.04191747563735668,-0.005496635337300483,0.03642084030005619
751,24112,2015,7728597,6982030,746567,110567,1249303,1138736,-392169,-474411.92000000004,-474411.92000000004,-909838,-309344.92000000004,-600493.08,-56584.0,-1074905,-1131489.0,-371037,-542506,1161089,1855104,4059825,6257866,0.45694186325765274,-0.07581049514323254,-0.07581049514323254,8.382189408318343,2.885207652823145,2.7409229184356745,-2.903686930889489,-0.635457929428973,-0.5273330078262213,-1.1627909372551941
752,21610,2015,18510366,7886501,10623865,7798529,70181,-7728348,18352213,1867652.6400000001,1867652.6400000001,508796,172990.64,335805.36,-1109088.0,2203458,1094370.0,969329,1064516,-1884102,8673786,2096785,2216634,4.136707387738848,0.8425624798681244,0.8425624798681244,0.20864666484372685,0.059631500571620435,0.12006497527028484,-0.42111259279739177,0.1757978513469439,-0.04345111788444309,0.1323467334625008
753,21601,2015,272293,84993,187300,6757,27636,20879,166421,-18287.46,-18287.46,-8519,-2896.46,-5622.54,469.0,-23910,-23441.0,-8747,-39950,36653,40049,58285,71412,0.6871236167109891,-0.2560838514535372,-0.2560838514535372,0.3812706887346503,-0.14085361823327586,-0.14367177219221133,0.1254589264575985,-0.09763726641751201,-0.2692916327410317,-0.3669288991585437
754,22144,2015,2676432,876625,1799807,131790,549774,417984,1381823,146571.02,146571.02,-93697,-31856.980000000003,-61840.02,0.0,84731,84731.0,345014,-141384,-131411,368270,725021,872972,0.5079439078316352,0.16789887877274412,0.16789887877274412,0.48503645113059346,0.06131827303496902,0.06131827303496902,0.30248736632694634,0.08143707630873755,-0.14794829467156637,-0.06651121836282882
755,21725,2015,6681,42268,-35587,0,0,0,-35587,-8695.98,-8695.98,-9247,-3143.98,-6103.02,0.0,-14799,-14799.0,-26,10,0,570,34931,0,0.01631788382811829,0.0,0.0,0.0,0.4158541040267513,0.4158541040267513,0.0,0.2443583330991654,0.0,0.2443583330991654
756,22187,2015,963947,262268,701679,213090,664,-212426,914105,96772.2,96772.2,20680,7031.200000000001,13648.8,126217.0,110421,236638.0,-20171,-17367,-8532,899822,85423,253071,10.533720426583004,0.3823915027798523,0.3823915027798523,0.36066491942896967,0.2588739805602201,0.1207968450013948,-0.23238687021731638,0.13791520054041806,-0.06425202188056076,0.0736631786598573
757,23728,2015,97054,39243,57811,0,15285,15285,42526,1381.3000000000002,1381.3000000000002,-4405,-1497.7,-2907.3,-25.0,-1526,-1551.0,468,-5257,6519,47074,31178,83974,1.5098466867663096,0.016449139019220238,0.016449139019220238,1.4525609313106502,-0.03647180548370409,-0.03588392983116211,0.3594271739641631,0.0238933766930169,-0.19020608439646713,-0.16631270770345025
758,23310,2015,2844888,2115499,729389,3022,71064,68042,661347,252386.68,252386.68,-116898,-39745.32,-77152.68,-725.0,175234,174509.0,163837,-113551,-51009,2181916,1868679,881879,1.1676248301607712,0.2861919605750902,0.2861919605750902,1.2090653958313053,0.26386904302884867,0.2649652905358307,0.10288396257940234,0.3460247960964588,-1.1338978865994531,-0.7878730905029943
759,24350,2015,212042,135888,76154,0,26675,26675,49479,8783.36,8783.36,-7296,-2480.6400000000003,-4815.36,0.0,3968,3968.0,14178,-53884,39703,96375,80613,321020,1.1955267760783,0.027360787489876023,0.027360787489876023,4.215405625443181,0.08019563855372987,0.08019563855372987,0.5391176054487763,0.1153368175013788,-0.18051958762886597,-0.06518277012748717
760,23710,2015,349474,239848,109626,0,70351,70351,39275,2109.4399999999987,2109.4399999999987,-17184,-5842.56,-11341.439999999999,0.0,-9232,-9232.0,-12599,-25216,35977,223228,229308,732651,0.9734854431594188,0.002879188044512324,0.002879188044512324,6.6831864703628705,-0.2350604710375557,-0.2350604710375557,1.7912412476129853,0.019242150584715293,-0.1612122073602365,-0.14197005677552121
761,23604,2015,721479,219943,501536,28184,135086,106902,394634,61576.54,61576.54,-6619,-2250.46,-4368.54,0.0,57208,57208.0,-69678,-9696,64199,662270,193086,352369,3.429922417989911,0.1747501624717271,0.1747501624717271,0.7025796752376698,0.14496470147022303,0.14496470147022303,0.27088897560777836,0.12277591239711606,-0.04086490430487737,0.0819110080922387
762,22500,2015,2333307,916263,1417044,0,872682,872682,544362,-540523.4,-285426.4,-172760,-58738.4,-114021.6,0.0,-654545,-654545.0,39377,-222263,166632,817919,1703057,2435871,0.4802651937075506,-0.11717632009248438,-0.22190148821509842,1.718980497429861,-1.202407589067569,-1.202407589067569,1.603128065515227,-0.20142380899957943,-0.13065652780738002,-0.3320803368069595
763,80110,2015,40906478,27442022,13464456,70051,306275,236224,13228232,306216.22,307074.22,-650167,-221056.78000000003,-429110.22,3943066.0,-122894,3820172.0,1494265,-5884721,2491831,7333329,6783499,21800963,1.0810540401052613,0.014085351183798623,0.01404599512416034,1.6191491880548312,0.2887893106198924,-0.00929028157353152,0.01785756403425643,0.022806284932714697,-1.8165394710105662,-1.7937331860778516
764,22365,2015,2488749,728626,1760123,941514,12472,-929042,2689165,-86052.20000000001,-86052.20000000001,272220,92554.8,179665.2,37959.0,93613,131572.0,431472,-485109,79159,1337343,157967,496192,8.465964410288224,-0.1734252063717271,-0.1734252063717271,0.28190757123223775,0.04892671145132411,0.03481117744727453,-0.34547601207066136,-0.048889878718703185,-0.19338759711616915,-0.24227747583487233
765,22217,2015,454966,98414,356552,31164,1,-31163,387715,-136117.58,-136117.58,48063,16341.420000000002,31721.579999999998,0.0,-104396,-104396.0,5427,-12352,-6591,90280,78124,190763,1.1555987916645334,-0.7135428778117349,-0.7135428778117349,0.5350215396351724,-0.2692596365887314,-0.2692596365887314,-0.08037604941774242,-0.3817608090825461,-1.0179244617013765,-1.3996852707839227
766,22497,2015,3313431,1411861,1901570,121001,28688,-92313,1993883,254828.24,254828.24,-21164,-7195.76,-13968.24,0.0,240860,240860.0,570179,-274574,-548362,710948,476831,1730159,1.4909852757056483,0.1472860240012623,0.1472860240012623,0.9098581698280894,0.12079946516420471,0.12079946516420471,-0.04629810274725247,0.13400939223904457,0.15131389945078158,0.2853232916898262
767,21067,2015,2505415,1524116,981299,58435,337161,278726,702573,110505.14,110505.14,-57229,-19457.86,-37771.14,0.0,72734,72734.0,-132198,-17508,135510,1507752,487676,774905,3.091708429367039,0.14260475800259387,0.14260475800259387,0.7896726685750215,0.10352518528323747,0.10352518528323747,0.39672176414408183,0.11261107980340344,-0.1355135150649742,-0.02290243526157075
768,22675,2015,2702138,1127289,1574849,203893,663552,459659,1115190,-45499.12,-45499.12,-22068,-7503.120000000001,-14564.88,143791.0,-60064,83727.0,-24930,-912435,899782,459662,887904,196223,0.517693354236494,-0.23187455089362613,-0.23187455089362613,0.12459797732989004,0.07507868614316843,-0.05385988037912822,0.41217998726674376,-0.028891100035622466,-0.031686271779732364,-0.06057737181535483
769,22586,2015,148680,35975,112705,42472,20748,-21724,134429,-212906.28,-212906.28,41608,14146.720000000001,27461.28,0.0,-185445,-185445.0,-71195,421768,-350443,56030,51466,0,1.0886799051801188,0.0,0.0,0.0,-1.3795014468604245,-1.3795014468604245,-0.16160203527512665,-1.8890579832305576,-1.2640986926901123,-3.1531566759206697
770,24317,2015,1139123,559252,579871,57432,198868,141436,438435,-23459.98,-23459.98,-20147,-6849.9800000000005,-13297.02,0.0,-36757,-36757.0,87447,-180511,139637,325669,392838,949679,0.8290160320539255,-0.024703062824385922,-0.024703062824385922,1.6377418425822294,-0.08383682872033482,-0.08383682872033482,0.32259285869056986,-0.040457239627434374,-0.09401439520348426,-0.13447163483091862
771,23957,2015,156638,151023,5615,0,843,843,4772,2245.88,2245.88,382,129.88,252.12,0.0,2498,2498.0,-3025,-183,4915,74305,137385,10270,0.5408523492375441,0.21868354430379747,0.21868354430379747,1.8290293855743545,0.5234702430846605,0.5234702430846605,0.17665549036043587,0.39997862867319683,0.2990747330960854,0.6990533617692822
772,22667,2015,527118,3,527115,0,0,0,527115,-496.78,-496.78,33,11.22,21.78,55836.0,-475,55361.0,-818,0,1159,1080,3,0,360.0,0.0,0.0,0.0,0.10502641738520058,-0.000901131631617389,0.0,-0.0009424508883260768,0.0,-0.0009424508883260768
773,1597,2015,1718422,506185,1212237,0,0,0,1212237,774336.34,774336.34,51,17.34,33.66,14837.0,774370,789207.0,61010,-1036,-48986,77748,50497,3170,1.5396558211378895,244.27013880126182,244.27013880126182,0.002615000202105694,0.6510335850167913,0.6387942291812575,0.0,0.6387664623336855,0.0,0.6387664623336855
774,12696,2015,427172,968977,-541805,0,51492,51492,-593297,-84794.52,-84794.52,-82428,-28025.52,-54402.479999999996,0.0,-139197,-139197.0,9290,-10934,4762,231931,159285,417444,1.4560755877829048,-0.20312789260355882,-0.20312789260355882,-0.7704690802041325,0.23461605233129446,0.23461605233129446,-0.08678958430600525,0.15650376057806775,-1.0565229550221393,-0.9000191944440716
775,23620,2015,3777104,3169138,607966,0,258030,258030,349936,-138169.02000000002,-138169.02000000002,-986853,-335530.02,-651322.98,30333.0,-789492,-759159.0,234676,-601059,381526,460428,392448,634280,1.1732204011741683,-0.21783600302705433,-0.21783600302705433,1.0432820256395916,-2.1694224086690137,-2.2561039732979746,0.7373634035938,-0.22726438649529745,-2.524214161144053,-2.7514785476393504
776,21156,2015,1112836,482574,630262,120122,231488,111366,518896,87718.44,87718.44,-434,-147.56,-286.44,1151.0,87432,88583.0,136470,-190386,18021,630756,380773,1465949,1.6565145112704944,0.05983730675487347,0.05983730675487347,2.325935880633768,0.1707143628010237,0.16849619191514292,0.21462104159600381,0.13917773878164955,-0.0025720596950595336,0.13660567908659002
777,4863,2015,12098,12871,-773,6821,0,-6821,6048,-2904.96,-2904.96,306,104.04,201.95999999999998,0.0,-2703,-2703.0,0,0,0,15108,555,3101,27.221621621621622,-0.9367816833279587,-0.9367816833279587,-4.011642949547219,-0.4469246031746032,-0.4469246031746032,-1.1278108465608465,3.758033635187581,-0.029608561794458286,3.728425073393123
778,11398,2015,524551,131607,392944,37741,88780,51039,341905,-14228.14,-14228.14,-10121,-3441.1400000000003,-6679.86,-7.0,-20908,-20915.0,33984,-23288,11386,388630,153443,422591,2.5327320242695985,-0.03366881926023034,-0.03366881926023034,1.0754484099515453,-0.06117196297217063,-0.0611514894488235,0.14927830830201372,-0.03620907813836068,-0.13087756421559982,-0.1670866423539605
779,3069,2015,1602964,306908,1296056,42178,1963,-40215,1336271,189738.0,189738.0,-24300,-8262.0,-16038.0,-54498.0,173700,119202.0,12839,37790,-64668,677454,225931,936230,2.9984995418955345,0.20266173910257096,0.20266173910257096,0.7223684779052757,0.08920495917370054,0.12998860261129666,-0.03009494331613872,0.14639645200516027,0.3988064155165983,0.5452028675217586
780,3115,2015,313822,209719,104103,162038,80615,-81423,185526,5898.919999999998,5916.919999999998,61038,20752.920000000002,40285.08,-3388.0,46184,42796.0,33166,-157,-32563,198037,102240,51069,1.9369816118935836,0.11586128571148835,0.11550882139850004,0.4905622316359759,0.23067386781367571,0.24893545918092344,-0.43887649170466675,0.05683717087884113,-0.49476290483033053,-0.43792573395148937
781,23140,2015,1401176,1177328,223848,264092,0,-264092,487940,278386.6,278386.6,138690,47154.600000000006,91535.4,0.0,369922,369922.0,1076520,-198260,-645439,1447318,954746,1219521,1.5159194173109916,0.22827536385187297,0.22827536385187297,5.447987026911118,0.7581300979628642,0.7581300979628642,-0.5412386768865024,1.243641220828419,-0.3466042136831104,0.8970370071453087
782,8745,2015,111775,40244,71531,7115,28691,21576,49955,401.8599999999997,401.8599999999997,-6371,-2166.1400000000003,-4204.86,0.0,-3803,-3803.0,12177,-2877,-7055,48994,48394,210103,1.0123982311856843,0.001912680923166255,0.001912680923166255,2.937230012162559,-0.07612851566409769,-0.07612851566409769,0.43190871784606144,0.0056179838112147135,-0.19488598442714125,-0.18926800061592652
783,13986,2015,27289135,17042940,10246195,970850,2024964,1054114,9192081,1997459.2999999998,1997459.2999999998,-4428505,-1505691.7000000002,-2922813.3,60227.0,-925354,-865127.0,2602252,-2557216,-2529288,6589019,3510574,10224361,1.8769064546139749,0.19536275176512252,0.19536275176512252,0.9978690626129992,-0.09411655532626399,-0.10066860812040276,0.11467631758249301,0.19494644597335886,-2.7727677461830504,-2.5778213002096915
784,22349,2015,637008,150707,486301,216940,85336,-131604,617905,104305.46,104305.46,23269,7911.460000000001,15357.539999999999,-5502.0,119663,114161.0,91247,-30407,-62076,658203,190772,1120557,3.4502075776319376,0.0930835825397548,0.0930835825397548,2.304245724355903,0.18475493805682103,0.193659219459302,-0.21298419659980095,0.21448744707495976,-0.1166950852557673,0.09779236181919246
785,21350,2015,3824911,1738383,2086528,62541,371584,309043,1777485,145497.54,145497.54,16231,5518.54,10712.46,0.0,156210,156210.0,196772,-55929,-340329,2434863,668383,1569577,3.6429158132388166,0.09269856783069579,0.09269856783069579,0.7522434398196429,0.08788259816538536,0.08788259816538536,0.17386532094504314,0.0697318895313171,0.0346633316399336,0.1043952211712507
786,19739,2015,6123024,3759064,2363960,0,422383,422383,1941577,536185.24,536185.24,-202664,-68905.76000000001,-133758.24,0.0,402427,402427.0,-3401,-60380,58695,2005577,1356058,3928095,1.4789758255177876,0.1365000693720493,0.1365000693720493,1.661658826714496,0.2072681124673397,0.2072681124673397,0.21754635535958655,0.22681654511920676,-0.31667524497908295,-0.08985869985987618
787,2453,2015,38430343,21569054,16861289,2426746,6300359,3873613,12987676,3353809.56,3353809.56,-1340616,-455809.44000000006,-884806.5599999999,-306532.0,2469003,2162471.0,3007236,-3216837,247090,9376738,13074072,21867842,0.717201037289683,0.15336719370846014,0.15336719370846014,1.2969258755958692,0.16650176675180378,0.1901035258347991,0.2982529745891413,0.19890588198802595,-0.22841893601658192,-0.029513054028555974
788,5983,2015,5790,140687,-134897,0,24420,24420,-159317,-4670.1,-4670.1,-8965,-3048.1000000000004,-5916.9,0.0,-10587,-10587.0,113,-113,0,3156,164401,0,0.019196963522119696,0.0,0.0,0.0,0.06645241876259282,0.06645241876259282,-0.15327931105908346,0.03461974691801894,-0.2422972972972973,-0.20767755037927835
789,4707,2015,1692035,1550573,141462,1342476,0,-1342476,1483938,28565.760000000002,28565.760000000002,97614,33188.76,64425.24,29769.0,92991,122760.0,125556,13116,44670,1720799,1155473,27701,1.4892593768958686,1.031217645572362,1.031217645572362,0.1958193719868233,0.0827258281680232,0.06266501700205804,-0.9046712194175228,0.2019323917377105,-0.04798986350593977,0.15394252823177074
790,3077,2015,585697,277198,308499,0,88348,88348,220151,-69337.02,-69337.02,-42703,-14519.02,-28183.98,0.0,-97521,-97521.0,31698,-3554,-27358,182354,191346,396435,0.9530065953821872,-0.17490135835635098,-0.17490135835635098,1.2850446840994623,-0.44297323200893934,-0.44297323200893934,0.4013063760782372,-0.2247560607976039,-0.3190109566713451,-0.5437670174689491
791,19445,2015,10930739,4793749,6136990,0,490140,490140,5646850,214736.52,214736.52,-342922,-116593.48000000001,-226328.52,1630.0,-11592,-9962.0,725094,-444125,-30154,1513416,1086708,3834469,1.3926611380426022,0.05600163151664546,0.05600163151664546,0.6248126524566604,-0.0017641694041810921,-0.0020528259117915297,0.08679883474857664,0.03499052792981575,-0.4617630064879422,-0.42677247855812644
792,23574,2015,2224963,923971,1300992,0,96864,96864,1204128,-59445.54,-64854.54,-59781,-20325.54,-39455.46,95099.0,-98901,-3802.0,41463,-88579,240619,963601,573193,1615058,1.6811108998190836,-0.04015616776611119,-0.036807062037400515,1.2414050201692246,-0.003157471630922958,-0.08213495575221239,0.08044327513354062,-0.04985006825560803,-0.4073284192269574,-0.4571784874825654
793,23159,2015,11495626,3914910,7580716,52,0,-52,7580768,2394344.68,3181564.68,2747102,934014.68,1813087.3199999998,-32526.0,4207432,4174906.0,1024983,1852149,-3410481,2581154,2693187,0,0.9584013289830969,0.0,0.0,0.0,0.5507233567891802,0.5550139510930818,-6.859463315590188e-06,0.41969184441153057,-34867.06384615384,-34866.644154309426
794,23485,2015,21745662,16285242,5460420,0,1444063,1444063,4016357,612039.98,612039.98,-1166553,-396628.02,-769924.98,3404.0,-157885,-154481.0,1513025,-1000247,-352417,1489603,3491628,4037923,0.42662133537707914,0.15157296956876096,0.15157296956876096,0.7394894531922452,-0.038462965319068995,-0.03931049953975705,0.35954547865142467,0.11208661238512788,-0.5331657829332931,-0.42107917054816524
795,23868,2015,1412880,243198,1169682,0,767057,767057,402625,39288.979999999996,39288.979999999996,-38853,-13210.02,-25642.98,0.0,13646,13646.0,84572,-633231,525002,25694,898359,807575,0.028601038115052,0.04865056496300653,0.04865056496300653,0.6904226960832089,0.033892579944116735,0.033892579944116735,1.9051400186277554,0.03358945422773027,-0.03343034481140254,0.0001591094163277268
796,24236,2015,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,22942,2015,1581780,1101476,480304,158359,151834,-6525,486829,-647515.0,-647515.0,54550,18547.0,36003.0,-82361.0,-611512,-693873.0,212491,32,-48001,590328,167615,297067,3.521928228380515,-2.179693469823306,-2.179693469823306,0.6184978680169226,-1.4252910159419427,-1.256112515893671,-0.01340306349868229,-1.3481357640161231,-5.517701149425287,-6.86583691344141
798,24090,2015,797291,346245,451046,0,33964,33964,417082,93624.8,93624.8,-14280,-4855.200000000001,-9424.8,0.0,84200,84200.0,120884,-62992,-39859,361619,186858,771786,1.9352610003318027,0.12130927485080062,0.12130927485080062,1.7111026369815938,0.20187876724481038,0.20187876724481038,0.08143242815561448,0.20757262008752989,-0.27749381698268755,-0.06992119689515766
799,3395,2015,264363,86413,177950,4269,37337,33068,144882,-2751.76,-2479.76,-3914,-1330.76,-2583.24,245.0,-5335,-5090.0,22615,-1851,-25726,147081,51954,177409,2.8309851022057972,-0.013977644877091919,-0.015510825268165652,0.9969598201742063,-0.035132038486492455,-0.036823069808533844,0.22824091329495727,-0.013935150323124474,-0.07811902745857022,-0.0920541777816947
800,80179,2015,867827653,745411167,122416486,0,18085670,18085670,104330816,39685679.019999996,39685679.019999996,-78459997,-26676398.98,-51783598.019999996,29712775.0,-12097919,17614856.0,98141091,-12323622,-107881757,411944492,190850905,559081395,2.1584623452532226,0.07098372325553777,0.07098372325553777,4.567043322906688,0.16883655927698293,-0.11595729300152316,0.17334926240776263,0.3241857393292599,-2.863239129100553,-2.539053389771293
801,23507,2015,693371,255802,437569,0,57260,57260,380309,76226.1,76226.1,-10635,-3615.9,-7019.1,633.0,69207,69840.0,15509,-55998,-8759,378377,149994,534045,2.5226142379028493,0.14273347751593968,0.14273347751593968,1.2204817982992398,0.1836401452503096,0.18197570922591894,0.15056178002624182,0.17420361131615816,-0.12258295494236815,0.051620656373790014
802,4081,2015,423235,58082,365153,0,114603,114603,250550,-9229.080000000002,-9229.080000000002,-17912,-6090.080000000001,-11821.919999999998,10.0,-21051,-21041.0,-6777,-7151,14129,221688,141916,339573,1.562107161983145,-0.027178485922025607,-0.027178485922025607,0.9299471728289238,-0.08397924565954899,-0.08401915785272401,0.457405707443624,-0.02527455614495842,-0.10315541477971779,-0.1284299709246762
803,23825,2015,2595273,1108615,1486658,23337,715506,692169,794489,119539.14,106202.14,-79529,-27039.86,-52489.14,0.0,67050,67050.0,208633,-41994,278396,782052,1130402,1213502,0.6918352939927566,0.08751707042922055,0.09850757559526066,0.8162617091489771,0.08439386825997591,0.08439386825997591,0.8712128172951419,0.07143683348826697,-0.0758328385119819,-0.004396005023714927
804,23795,2015,3701062,645180,3055882,0,0,0,3055882,533574.26,533574.26,1939,659.26,1279.74,-108631.0,534854,426223.0,0,0,0,682612,645180,0,1.058017917480393,0.0,0.0,0.0,0.13947626249966458,0.17502442829926024,0.0,0.17460564904011347,0.0,0.17460564904011347
805,3158,2015,3260405,1064975,2195430,68588,764366,695778,1499652,-6735.080000000002,-6735.080000000002,-105212,-35772.08,-69439.92,2481.0,-76175,-73694.0,-124881,-21337,137812,1777891,1109745,2577862,1.6020716470900973,-0.002612661189776645,-0.002612661189776645,1.174194576916595,-0.049140733983617534,-0.050795117800663085,0.4639596386361636,-0.003067772600356195,-0.09980183334339401,-0.1028696059437502
806,14133,2015,34863,49555,-14692,281,2012,1731,-16423,-22602.16,-22602.16,-19774,-6723.160000000001,-13050.84,0.0,-35653,-35653.0,2904,-82,-8083,22210,35393,17192,0.6275252168507897,-1.3146905537459284,-1.3146905537459284,-1.1701606316362647,2.1709188333434817,2.1709188333434817,-0.10540096206539609,1.538399128777566,-7.53948006932409,-6.001080940546524
807,13781,2015,2924002,1682933,1241069,134113,113906,-20207,1261276,260122.76,260122.76,-146586,-49839.240000000005,-96746.76,0.0,163376,163376.0,180070,-102638,-206856,350713,163508,477209,2.144928688504538,0.5450918989373629,0.5450918989373629,0.3845144790499158,0.12953231489380596,0.12953231489380596,-0.01602107706798512,0.20959572755422948,4.787784431137724,4.9973801586919535
808,21121,2015,9570829,15394066,-5823237,10471906,217798,-10254108,4430871,195973.69999999995,195973.69999999995,820755,279056.7,541698.3,-57040.0,737672,680632.0,586809,24681,-149010,14254549,8043897,15064382,1.7720949186693962,0.013009076641842988,0.013009076641842988,-2.5869429666008785,0.1536113328508097,0.1664846482779571,-2.3142420530861765,-0.033653739320587496,-0.05282744242600137,-0.08648118174658886
809,13366,2015,22782168,115395781,-92613613,28977201,21206333,-7770868,-84842745,3080376.84,3080376.84,100126,34042.840000000004,66083.16,0.0,3146460,3146460.0,0,0,0,40073071,24282647,29639628,1.6502760592780514,0.10392764848465709,0.10392764848465709,-0.32003532785185695,-0.037085787358718765,-0.037085787358718765,0.09159142599641254,-0.03326051905565978,-0.008503961204848674,-0.041764480260508455
810,21202,2015,1311352,588760,722592,0,191388,191388,531204,85385.56,85385.56,-27216,-9253.44,-17962.559999999998,-244.0,67423,67179.0,113446,-20112,-62806,577279,261461,1155485,2.207897162483124,0.07389586191079936,0.07389586191079936,1.5990835769009344,0.12646553866311247,0.12692487255367052,0.3602909616644453,0.11816565918249856,-0.09385416013543167,0.024311499047066892
811,9512,2015,897088000,584798000,312290000,3047000,57407000,54360000,257930000,-16663940.0,-16663940.0,-28041000,-9533940.0,-18507060.0,-19948000.0,-35171000,-55119000.0,86670000,-44152000,-12520000,168607000,111572000,321638000,1.5111945649446097,-0.051809612048327625,-0.051809612048327625,1.029933715456787,-0.21369751482960495,-0.13635870197340363,0.21075485596867366,-0.053360466233308784,-0.34045364238410597,-0.3938141086174147
812,8087,2015,15968235,16333755,-365520,4526222,1217097,-3309125,2943605,1160073.3399999999,1160073.3399999999,-1659999,-564399.66,-1095599.3399999999,13825.0,64474,78299.0,710027,-2342588,2006889,12247343,7611613,17926155,1.6090338539282016,0.06471400810714846,0.06471400810714846,-49.0428841103086,0.026599696630492203,0.021903074631276956,-1.124174269305834,-3.173761599912453,0.33108430174139686,-2.842677298171056
813,7811,2015,3042881,1217716,1825165,2598,855674,853076,972089,-247995.97999999998,-247995.97999999998,-53997,-18358.98,-35638.020000000004,0.0,-283634,-283634.0,-235867,134803,71783,2245345,1294832,561638,1.7340821048599355,-0.4415584059483154,-0.4415584059483154,0.30771902814266106,-0.2917778104679716,-0.2917778104679716,0.877569852143168,-0.13587592354663824,-0.041775902733167974,-0.17765182627980622
814,22829,2015,978883,108192,870691,16352,1033714,1017362,-146671,-145948.46000000002,-145948.46000000002,-395619,-134510.46000000002,-261108.53999999998,2329.0,-407057,-404728.0,-2208,19329,-21507,137251,1127337,347441,0.12174797775642954,-0.4200668890545446,-0.4200668890545446,0.3990405321750196,2.7594275623674753,2.775306638667494,-6.936354153172747,-0.1676237149574304,-0.25665253862440307,-0.42427625358183346
815,6505,2015,16288000,9363000,6925000,0,2679000,2679000,4246000,427820.0,427820.0,-627000,-213180.00000000003,-413820.0,-54000.0,14000,-40000.0,2585000,-340000,-1113000,10671000,9468000,19268000,1.1270595690747782,0.022203653726385716,0.022203653726385716,2.7823826714801445,-0.009420631182289214,0.003297220913801225,0.6309467734338201,0.06177906137184116,-0.154468085106383,-0.09268902373454183
816,4030,2015,46575810,38373440,8202370,763599,1874681,1111082,7091288,1005042.9199999999,1003131.9199999999,-3365162,-1144155.08,-2221006.92,1765553.0,-1215964,549589.0,5069163,-2864993,-3090768,16430691,5082199,15261697,3.232988515404454,0.06572872728373522,0.06585394271685514,1.8606447892499363,0.07750199963673736,-0.17147293975368086,0.1566826788024968,0.12229781392451206,-1.9989586007153386,-1.8766607867908265
817,8893,2015,981746,246740,735006,452993,0,-452993,1187999,-1147.5199999999895,-1147.5199999999895,147922,50293.48,97628.51999999999,-17558.0,96481,78923.0,77839,-13271,-64503,491399,110928,3893,4.429891461127939,-0.2947649627536577,-0.2947649627536577,0.005296555402268825,0.06643355760400471,0.08121303132410045,-0.38130756002319866,-0.0015612389558724547,-0.21551882700174171,-0.21708006595761417
818,11207,2015,240434,217045,23389,596,6477,5881,17508,3097.16,3097.16,-3926,-1334.8400000000001,-2591.16,0.0,506,506.0,3337,-98,-3137,44579,112245,79337,0.39715800258363404,0.03903802765418405,0.03903802765418405,3.392064645773654,0.028901073794836647,0.028901073794836647,0.33590358693168837,0.13241951344649194,-0.44059853766366264,-0.3081790242171707
819,20028,2015,2146925,909838,1237087,9314,168175,158861,1078226,142465.38,136942.38,-14193,-4825.620000000001,-9367.38,21305.0,133098,154403.0,230889,-585000,404624,871960,437464,1637407,1.9932154417277765,0.08363368423366946,0.08700670022786028,1.3235989061399884,0.14320096157948334,0.12344165323410862,0.147335530769987,0.1106974529681421,-0.05896588841817689,0.051731564549965206
